[
  <<|java+class:///org/apache/cayenne/modeler/action/ValidateAction|,|java+class:///org/apache/cayenne/modeler/util/CayenneAction|>,220,<|java+method:///org/apache/cayenne/modeler/util/CayenneAction/getCurrentProject()|,|java+method:///org/apache/cayenne/modeler/action/ValidateAction/performAction(java.awt.event.ActionEvent)|>>,
  <<|java+class:///org/apache/cayenne/access/jdbc/SQLTemplateActionTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/getAccessStackAdapter()|,|java+method:///org/apache/cayenne/access/jdbc/SQLTemplateActionTest/testExecuteSelect()|>>,
  <<|java+class:///org/apache/cayenne/access/InheritanceTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/InheritanceTest/testRepCompany()|>>,
  <<|java+class:///org/apache/cayenne/access/InheritanceTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContext()|,|java+method:///org/apache/cayenne/access/InheritanceTest/testRelationshipAbstractToSuperPrefetchingDisjoint()|>>,
  <<|java+class:///org/apache/cayenne/access/InheritanceTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/unblockQueries()|,|java+method:///org/apache/cayenne/access/InheritanceTest/testRelationshipAbstractToSuperPrefetchingDisjoint()|>>,
  <<|java+class:///org/apache/cayenne/access/InheritanceTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/blockQueries()|,|java+method:///org/apache/cayenne/access/InheritanceTest/testRelationshipAbstractToSuperPrefetchingDisjoint()|>>,
  <<|java+class:///org/apache/cayenne/access/InheritanceTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContext()|,|java+method:///org/apache/cayenne/access/InheritanceTest/setUp()|>>,
  <<|java+class:///org/apache/cayenne/access/InheritanceTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/deleteTestData()|,|java+method:///org/apache/cayenne/access/InheritanceTest/setUp()|>>,
  <<|java+class:///org/apache/cayenne/access/InheritanceTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/InheritanceTest/testManagerAddress()|>>,
  <<|java+class:///org/apache/cayenne/access/InheritanceTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/InheritanceTest/testDepartmentEmployees()|>>,
  <<|java+class:///org/apache/cayenne/access/InheritanceTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContext()|,|java+method:///org/apache/cayenne/access/InheritanceTest/testRelationshipAbstractFromSuperPrefetchingJoint()|>>,
  <<|java+class:///org/apache/cayenne/access/InheritanceTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/unblockQueries()|,|java+method:///org/apache/cayenne/access/InheritanceTest/testRelationshipAbstractFromSuperPrefetchingJoint()|>>,
  <<|java+class:///org/apache/cayenne/access/InheritanceTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/blockQueries()|,|java+method:///org/apache/cayenne/access/InheritanceTest/testRelationshipAbstractFromSuperPrefetchingJoint()|>>,
  <<|java+class:///org/apache/cayenne/access/InheritanceTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContext()|,|java+method:///org/apache/cayenne/access/InheritanceTest/testRelationshipAbstractFromSuperPrefetchingDisjoint()|>>,
  <<|java+class:///org/apache/cayenne/access/InheritanceTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/unblockQueries()|,|java+method:///org/apache/cayenne/access/InheritanceTest/testRelationshipAbstractFromSuperPrefetchingDisjoint()|>>,
  <<|java+class:///org/apache/cayenne/access/InheritanceTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/blockQueries()|,|java+method:///org/apache/cayenne/access/InheritanceTest/testRelationshipAbstractFromSuperPrefetchingDisjoint()|>>,
  <<|java+class:///org/apache/cayenne/access/InheritanceTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/InheritanceTest/testCAY592()|>>,
  <<|java+class:///org/apache/cayenne/access/InheritanceTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContextWithDedicatedCache()|,|java+method:///org/apache/cayenne/access/InheritanceTest/testSave()|>>,
  <<|java+class:///org/apache/cayenne/access/InheritanceTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/InheritanceTest/testSelectInheritanceResolving()|>>,
  <<|java+class:///org/apache/cayenne/access/InheritanceTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContext()|,|java+method:///org/apache/cayenne/access/InheritanceTest/testRelationshipAbstractToSuperPrefetchingJoint()|>>,
  <<|java+class:///org/apache/cayenne/access/InheritanceTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/unblockQueries()|,|java+method:///org/apache/cayenne/access/InheritanceTest/testRelationshipAbstractToSuperPrefetchingJoint()|>>,
  <<|java+class:///org/apache/cayenne/access/InheritanceTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/blockQueries()|,|java+method:///org/apache/cayenne/access/InheritanceTest/testRelationshipAbstractToSuperPrefetchingJoint()|>>,
  <<|java+class:///org/apache/cayenne/access/InheritanceTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/InheritanceTest/testEmployeeAddress()|>>,
  <<|java+class:///org/apache/cayenne/exp/parser/ExpressionEvaluateInMemoryTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContext()|,|java+method:///org/apache/cayenne/exp/parser/ExpressionEvaluateInMemoryTest/testEvaluateEQUAL_TODataObject()|>>,
  <<|java+class:///org/apache/cayenne/exp/parser/ExpressionEvaluateInMemoryTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/getDomain()|,|java+method:///org/apache/cayenne/exp/parser/ExpressionEvaluateInMemoryTest/testEvaluateDB_PATH_DbEntity()|>>,
  <<|java+class:///org/apache/cayenne/exp/parser/ExpressionEvaluateInMemoryTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/getDomain()|,|java+method:///org/apache/cayenne/exp/parser/ExpressionEvaluateInMemoryTest/testEvaluateOBJ_PATH_ObjEntity()|>>,
  <<|java+class:///org/apache/cayenne/jpa/conf/EntityMapDefaultsProcessor/BasicVisitor|,|java+class:///org/apache/cayenne/util/BaseTreeVisitor|>,220,<|java+method:///org/apache/cayenne/util/BaseTreeVisitor/addChildVisitor(java.lang.Class,org.apache.cayenne.util.HierarchicalTreeVisitor)|,|java+constructor:///org/apache/cayenne/jpa/conf/EntityMapDefaultsProcessor/BasicVisitor/BasicVisitor()|>>,
  <<|java+class:///org/apache/cayenne/testdo/relationship/auto/_ClobDetail|,|java+class:///org/apache/cayenne/CayenneDataObject|>,220,<|java+method:///org/apache/cayenne/CayenneDataObject/readProperty(java.lang.String)|,|java+method:///org/apache/cayenne/testdo/relationship/auto/_ClobDetail/getMaster()|>>,
  <<|java+class:///org/apache/cayenne/testdo/relationship/auto/_ClobDetail|,|java+class:///org/apache/cayenne/CayenneDataObject|>,220,<|java+method:///org/apache/cayenne/CayenneDataObject/readProperty(java.lang.String)|,|java+method:///org/apache/cayenne/testdo/relationship/auto/_ClobDetail/getName()|>>,
  <<|java+class:///org/apache/cayenne/testdo/relationship/auto/_ClobDetail|,|java+class:///org/apache/cayenne/CayenneDataObject|>,220,<|java+method:///org/apache/cayenne/CayenneDataObject/setToOneTarget(java.lang.String,org.apache.cayenne.DataObject,boolean)|,|java+method:///org/apache/cayenne/testdo/relationship/auto/_ClobDetail/setMaster(org.apache.cayenne.testdo.relationship.ClobMaster)|>>,
  <<|java+class:///org/apache/cayenne/testdo/relationship/auto/_ClobDetail|,|java+class:///org/apache/cayenne/CayenneDataObject|>,220,<|java+method:///org/apache/cayenne/CayenneDataObject/writeProperty(java.lang.String,java.lang.Object)|,|java+method:///org/apache/cayenne/testdo/relationship/auto/_ClobDetail/setName(java.lang.String)|>>,
  <<|java+class:///org/apache/cayenne/access/SimpleIdIncrementalFaultListPrefetchTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/SimpleIdIncrementalFaultListPrefetchTest/setUp()|>>,
  <<|java+class:///org/apache/cayenne/access/SimpleIdIncrementalFaultListPrefetchTest|,|java+class:///org/apache/cayenne/access/DataContextCase|>,220,<|java+method:///org/apache/cayenne/access/DataContextCase/setUp()|,|java+method:///org/apache/cayenne/access/SimpleIdIncrementalFaultListPrefetchTest/setUp()|>>,
  <<|java+class:///org/apache/cayenne/access/SimpleIdIncrementalFaultListPrefetchTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/getDomain()|,|java+method:///org/apache/cayenne/access/SimpleIdIncrementalFaultListPrefetchTest/testPrefetch1()|>>,
  <<|java+class:///org/apache/cayenne/access/SimpleIdIncrementalFaultListPrefetchTest|,|java+class:///org/apache/cayenne/access/DataContextCase|>,220,<|java+field:///org/apache/cayenne/access/DataContextCase/context|,|java+method:///org/apache/cayenne/access/SimpleIdIncrementalFaultListPrefetchTest/testPrefetch1()|>>,
  <<|java+class:///org/apache/cayenne/access/SimpleIdIncrementalFaultListPrefetchTest|,|java+class:///org/apache/cayenne/access/DataContextCase|>,220,<|java+field:///org/apache/cayenne/access/DataContextCase/context|,|java+method:///org/apache/cayenne/access/SimpleIdIncrementalFaultListPrefetchTest/testPrefetch3()|>>,
  <<|java+class:///org/apache/cayenne/access/SimpleIdIncrementalFaultListPrefetchTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/unblockQueries()|,|java+method:///org/apache/cayenne/access/SimpleIdIncrementalFaultListPrefetchTest/testPrefetch4()|>>,
  <<|java+class:///org/apache/cayenne/access/SimpleIdIncrementalFaultListPrefetchTest|,|java+class:///org/apache/cayenne/access/DataContextCase|>,220,<|java+field:///org/apache/cayenne/access/DataContextCase/context|,|java+method:///org/apache/cayenne/access/SimpleIdIncrementalFaultListPrefetchTest/testPrefetch4()|>>,
  <<|java+class:///org/apache/cayenne/access/SimpleIdIncrementalFaultListPrefetchTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/blockQueries()|,|java+method:///org/apache/cayenne/access/SimpleIdIncrementalFaultListPrefetchTest/testPrefetch4()|>>,
  <<|java+class:///org/apache/cayenne/access/SimpleIdIncrementalFaultListPrefetchTest|,|java+class:///org/apache/cayenne/access/DataContextCase|>,220,<|java+field:///org/apache/cayenne/access/DataContextCase/context|,|java+method:///org/apache/cayenne/access/SimpleIdIncrementalFaultListPrefetchTest/testListType()|>>,
  <<|java+class:///org/apache/cayenne/testdo/locking/auto/_SimpleLockingTestEntity|,|java+class:///org/apache/cayenne/CayenneDataObject|>,220,<|java+method:///org/apache/cayenne/CayenneDataObject/writeProperty(java.lang.String,java.lang.Object)|,|java+method:///org/apache/cayenne/testdo/locking/auto/_SimpleLockingTestEntity/setDescription(java.lang.String)|>>,
  <<|java+class:///org/apache/cayenne/testdo/locking/auto/_SimpleLockingTestEntity|,|java+class:///org/apache/cayenne/CayenneDataObject|>,220,<|java+method:///org/apache/cayenne/CayenneDataObject/readProperty(java.lang.String)|,|java+method:///org/apache/cayenne/testdo/locking/auto/_SimpleLockingTestEntity/getName()|>>,
  <<|java+class:///org/apache/cayenne/testdo/locking/auto/_SimpleLockingTestEntity|,|java+class:///org/apache/cayenne/CayenneDataObject|>,220,<|java+method:///org/apache/cayenne/CayenneDataObject/writeProperty(java.lang.String,java.lang.Object)|,|java+method:///org/apache/cayenne/testdo/locking/auto/_SimpleLockingTestEntity/setName(java.lang.String)|>>,
  <<|java+class:///org/apache/cayenne/testdo/locking/auto/_SimpleLockingTestEntity|,|java+class:///org/apache/cayenne/CayenneDataObject|>,220,<|java+method:///org/apache/cayenne/CayenneDataObject/readProperty(java.lang.String)|,|java+method:///org/apache/cayenne/testdo/locking/auto/_SimpleLockingTestEntity/getDescription()|>>,
  <<|java+class:///org/apache/cayenne/gen/ClassGenerationAction1_1/LoggingGenerator|,|java+class:///org/apache/cayenne/gen/DefaultClassGenerator|>,220,<|java+method:///org/apache/cayenne/gen/DefaultClassGenerator/fileForClass(java.lang.String,java.lang.String)|,|java+method:///org/apache/cayenne/gen/ClassGenerationAction1_1/LoggingGenerator/fileForClass(java.lang.String,java.lang.String)|>>,
  <<|java+class:///org/apache/cayenne/gen/ClassGenerationAction1_1/LoggingGenerator|,|java+class:///org/apache/cayenne/gen/DefaultClassGenerator|>,220,<|java+method:///org/apache/cayenne/gen/DefaultClassGenerator/fileForSuperclass(java.lang.String,java.lang.String)|,|java+method:///org/apache/cayenne/gen/ClassGenerationAction1_1/LoggingGenerator/fileForSuperclass(java.lang.String,java.lang.String)|>>,
  <<|java+class:///org/apache/cayenne/reflect/ClassDescriptorInheritanceInContextTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/getDomain()|,|java+method:///org/apache/cayenne/reflect/ClassDescriptorInheritanceInContextTest/testGetRootDbEntities()|>>,
  <<|java+class:///org/apache/cayenne/reflect/ClassDescriptorInheritanceInContextTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/getDomain()|,|java+method:///org/apache/cayenne/reflect/ClassDescriptorInheritanceInContextTest/testVisitDeclaredProperties()|>>,
  <<|java+class:///org/apache/cayenne/reflect/ClassDescriptorInheritanceInContextTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/getDomain()|,|java+method:///org/apache/cayenne/reflect/ClassDescriptorInheritanceInContextTest/testVisitProperties()|>>,
  <<|java+class:///org/apache/cayenne/remote/RemoteIncrementalFaultListTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+field:///org/apache/cayenne/unit/CayenneCase/MULTI_TIER_ACCESS_STACK|,|java+method:///org/apache/cayenne/remote/RemoteIncrementalFaultListTest/buildAccessStack()|>>,
  <<|java+class:///org/apache/cayenne/remote/RemoteIncrementalFaultListTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/deleteTestData()|,|java+method:///org/apache/cayenne/remote/RemoteIncrementalFaultListTest/prepareList(int)|>>,
  <<|java+class:///org/apache/cayenne/remote/RemoteIncrementalFaultListTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/getDomain()|,|java+method:///org/apache/cayenne/remote/RemoteIncrementalFaultListTest/prepareList(int)|>>,
  <<|java+class:///org/apache/cayenne/remote/RemoteIncrementalFaultListTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/remote/RemoteIncrementalFaultListTest/prepareList(int)|>>,
  <<|java+class:///org/apache/cayenne/access/DeleteObjectTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContext()|,|java+method:///org/apache/cayenne/access/DeleteObjectTest/setUp()|>>,
  <<|java+class:///org/apache/cayenne/access/DeleteObjectTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/deleteTestData()|,|java+method:///org/apache/cayenne/access/DeleteObjectTest/setUp()|>>,
  <<|java+class:///org/apache/cayenne/access/DeleteObjectTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/DeleteObjectTest/testDeleteObjects1()|>>,
  <<|java+class:///org/apache/cayenne/access/DeleteObjectTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/DeleteObjectTest/testDeleteObjects2()|>>,
  <<|java+class:///org/apache/cayenne/access/DeleteObjectTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/DeleteObjectTest/testDeleteObject()|>>,
  <<|java+class:///org/apache/cayenne/access/DeleteObjectTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/DeleteObjectTest/testDeleteObjectsRelationshipCollection()|>>,
  <<|java+class:///org/apache/cayenne/access/DeleteObjectTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/DeleteObjectTest/testDeleteHollow()|>>,
  <<|java+class:///org/apache/cayenne/access/DeleteObjectTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/DeleteObjectTest/testDeleteObjectInIterator()|>>,
  <<|java+class:///org/apache/cayenne/access/jdbc/BatchAction|,|java+class:///org/apache/cayenne/access/jdbc/BaseSQLAction|>,220,<|java+field:///org/apache/cayenne/access/jdbc/BaseSQLAction/adapter|,|java+method:///org/apache/cayenne/access/jdbc/BatchAction/hasGeneratedKeys()|>>,
  <<|java+class:///org/apache/cayenne/access/jdbc/BatchAction|,|java+class:///org/apache/cayenne/access/jdbc/BaseSQLAction|>,220,<|java+field:///org/apache/cayenne/access/jdbc/BaseSQLAction/adapter|,|java+method:///org/apache/cayenne/access/jdbc/BatchAction/createBuilder()|>>,
  <<|java+class:///org/apache/cayenne/access/jdbc/BatchAction|,|java+class:///org/apache/cayenne/access/jdbc/BaseSQLAction|>,220,<|java+method:///org/apache/cayenne/access/jdbc/BaseSQLAction/getAdapter()|,|java+method:///org/apache/cayenne/access/jdbc/BatchAction/processGeneratedKeys(java.sql.Statement,org.apache.cayenne.access.OperationObserver)|>>,
  <<|java+class:///org/apache/cayenne/access/jdbc/BatchAction|,|java+class:///org/apache/cayenne/access/jdbc/BaseSQLAction|>,220,<|java+method:///org/apache/cayenne/access/jdbc/BaseSQLAction/getEntityResolver()|,|java+method:///org/apache/cayenne/access/jdbc/BatchAction/processGeneratedKeys(java.sql.Statement,org.apache.cayenne.access.OperationObserver)|>>,
  <<|java+class:///org/apache/cayenne/ejbql/parser/EJBQLLocate|,|java+class:///org/apache/cayenne/ejbql/parser/SimpleNode|>,220,<|java+method:///org/apache/cayenne/ejbql/parser/SimpleNode/visitChild(org.apache.cayenne.ejbql.EJBQLExpressionVisitor,int)|,|java+method:///org/apache/cayenne/ejbql/parser/EJBQLLocate/visitChild(org.apache.cayenne.ejbql.EJBQLExpressionVisitor,int)|>>,
  <<|java+class:///org/apache/cayenne/access/DataContextDelegateTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContextWithSharedCache()|,|java+method:///org/apache/cayenne/access/DataContextDelegateTest/setUp()|>>,
  <<|java+class:///org/apache/cayenne/modeler/dialog/validator/EntityErrorMsg|,|java+class:///org/apache/cayenne/modeler/dialog/validator/ValidationDisplayHandler|>,220,<|java+field:///org/apache/cayenne/modeler/dialog/validator/ValidationDisplayHandler/domain|,|java+constructor:///org/apache/cayenne/modeler/dialog/validator/EntityErrorMsg/EntityErrorMsg(org.apache.cayenne.project.validator.ValidationInfo)|>>,
  <<|java+class:///org/apache/cayenne/modeler/dialog/validator/EntityErrorMsg|,|java+class:///org/apache/cayenne/modeler/dialog/validator/ValidationDisplayHandler|>,220,<|java+field:///org/apache/cayenne/modeler/dialog/validator/ValidationDisplayHandler/domain|,|java+method:///org/apache/cayenne/modeler/dialog/validator/EntityErrorMsg/displayField(org.apache.cayenne.modeler.ProjectController,javax.swing.JFrame)|>>,
  <<|java+class:///org/apache/cayenne/jpa/conf/MemberAnnotationProcessorFactory/VersionProcessor|,|java+class:///org/apache/cayenne/jpa/conf/MemberAnnotationProcessorFactory/L1Processor|>,220,<|java+method:///org/apache/cayenne/jpa/conf/MemberAnnotationProcessorFactory/L1Processor/onAttribute(org.apache.cayenne.jpa.map.JpaAttribute,java.lang.reflect.AnnotatedElement,org.apache.cayenne.jpa.conf.AnnotationProcessorStack)|,|java+method:///org/apache/cayenne/jpa/conf/MemberAnnotationProcessorFactory/VersionProcessor/onAttribute(org.apache.cayenne.jpa.map.JpaAttribute,java.lang.reflect.AnnotatedElement,org.apache.cayenne.jpa.conf.AnnotationProcessorStack)|>>,
  <<|java+class:///org/apache/cayenne/modeler/pref/DataMapDefaults|,|java+class:///org/apache/cayenne/modeler/pref/_DataMapDefaults|>,220,<|java+method:///org/apache/cayenne/modeler/pref/_DataMapDefaults/setSuperclassPackage(java.lang.String)|,|java+method:///org/apache/cayenne/modeler/pref/DataMapDefaults/setSuperclassPackage(java.lang.String,java.lang.String)|>>,
  <<|java+class:///org/apache/cayenne/modeler/pref/DataMapDefaults|,|java+class:///org/apache/cayenne/modeler/pref/_DataMapDefaults|>,220,<|java+method:///org/apache/cayenne/modeler/pref/_DataMapDefaults/getSuperclassPackage()|,|java+method:///org/apache/cayenne/modeler/pref/DataMapDefaults/updateSuperclassPackage(org.apache.cayenne.map.DataMap,boolean)|>>,
  <<|java+class:///org/apache/cayenne/modeler/pref/DataMapDefaults|,|java+class:///org/apache/cayenne/modeler/pref/_DataMapDefaults|>,220,<|java+method:///org/apache/cayenne/modeler/pref/_DataMapDefaults/setSuperclassPackage(java.lang.String)|,|java+method:///org/apache/cayenne/modeler/pref/DataMapDefaults/updateSuperclassPackage(org.apache.cayenne.map.DataMap,boolean)|>>,
  <<|java+class:///org/apache/cayenne/modeler/pref/DataMapDefaults|,|java+class:///org/apache/cayenne/modeler/pref/_DataMapDefaults|>,220,<|java+method:///org/apache/cayenne/modeler/pref/_DataMapDefaults/setGeneratePairs(java.lang.Boolean)|,|java+method:///org/apache/cayenne/modeler/pref/DataMapDefaults/prePersist()|>>,
  <<|java+class:///org/apache/cayenne/access/OptimisticLockingTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/OptimisticLockingTest/testSuccessSimpleLockingOnUpdateFollowedByForgetSnapshot()|>>,
  <<|java+class:///org/apache/cayenne/access/OptimisticLockingTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/OptimisticLockingTest/testSuccessSimpleLockingOnDeleteFollowedByForgetSnapshot()|>>,
  <<|java+class:///org/apache/cayenne/access/OptimisticLockingTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContext()|,|java+method:///org/apache/cayenne/access/OptimisticLockingTest/setUp()|>>,
  <<|java+class:///org/apache/cayenne/access/OptimisticLockingTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/OptimisticLockingTest/testFailSimpleLockingOnDelete()|>>,
  <<|java+class:///org/apache/cayenne/access/OptimisticLockingTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/OptimisticLockingTest/testSuccessSimpleLockingOnUpdate()|>>,
  <<|java+class:///org/apache/cayenne/access/OptimisticLockingTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/OptimisticLockingTest/testSuccessSimpleLockingOnDeleteFollowedByInvalidate()|>>,
  <<|java+class:///org/apache/cayenne/access/OptimisticLockingTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/OptimisticLockingTest/testSuccessSimpleLockingOnUpdatePrecededByForgetSnapshot()|>>,
  <<|java+class:///org/apache/cayenne/access/OptimisticLockingTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/OptimisticLockingTest/testSuccessSimpleLockingOnDeletePrecededByForgetSnapshot()|>>,
  <<|java+class:///org/apache/cayenne/access/OptimisticLockingTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/OptimisticLockingTest/testFailLockingOnToOne()|>>,
  <<|java+class:///org/apache/cayenne/access/OptimisticLockingTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/OptimisticLockingTest/testFailLockingOnNull()|>>,
  <<|java+class:///org/apache/cayenne/access/OptimisticLockingTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/access/OptimisticLockingTest/testFailRetrieveRow()|>>,
