[
  <<|java+class:///net/suberic/pooka/resource/FileResourceManager|,|java+class:///net/suberic/pooka/resource/ResourceManager|>,220,<|java+method:///net/suberic/pooka/resource/ResourceManager/translateName(java.lang.String)|,|java+method:///net/suberic/pooka/resource/FileResourceManager/translateName(java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/gui/filter/FontFilterEditor|,|java+class:///net/suberic/pooka/gui/filter/FilterEditor|>,220,<|java+field:///net/suberic/pooka/gui/filter/FilterEditor/property|,|java+method:///net/suberic/pooka/gui/filter/FontFilterEditor/setValue()|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/toolbar|,|java+method:///net/suberic/pooka/gui/ReadMessageInternalFrame/unregisterKeyboardAction(javax.swing.KeyStroke)|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/messageDisplay|,|java+method:///net/suberic/pooka/gui/ReadMessageInternalFrame/unregisterKeyboardAction(javax.swing.KeyStroke)|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageInternalFrame/resizeByWidth()|,|java+method:///net/suberic/pooka/gui/ReadMessageInternalFrame/addNotify()|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageInternalFrame/getMessageDisplay()|,|java+method:///net/suberic/pooka/gui/ReadMessageInternalFrame/addNotify()|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/parentContainer|,|java+constructor:///net/suberic/pooka/gui/ReadMessageInternalFrame/ReadMessageInternalFrame(net.suberic.pooka.gui.MessagePanel,net.suberic.pooka.gui.ReadMessageFrame)|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageInternalFrame/configureInterfaceStyle()|,|java+constructor:///net/suberic/pooka/gui/ReadMessageInternalFrame/ReadMessageInternalFrame(net.suberic.pooka.gui.MessagePanel,net.suberic.pooka.gui.ReadMessageFrame)|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/msg|,|java+constructor:///net/suberic/pooka/gui/ReadMessageInternalFrame/ReadMessageInternalFrame(net.suberic.pooka.gui.MessagePanel,net.suberic.pooka.gui.ReadMessageFrame)|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/keyBindings|,|java+constructor:///net/suberic/pooka/gui/ReadMessageInternalFrame/ReadMessageInternalFrame(net.suberic.pooka.gui.MessagePanel,net.suberic.pooka.gui.ReadMessageFrame)|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/toolbar|,|java+constructor:///net/suberic/pooka/gui/ReadMessageInternalFrame/ReadMessageInternalFrame(net.suberic.pooka.gui.MessagePanel,net.suberic.pooka.gui.ReadMessageFrame)|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/messageDisplay|,|java+constructor:///net/suberic/pooka/gui/ReadMessageInternalFrame/ReadMessageInternalFrame(net.suberic.pooka.gui.MessagePanel,net.suberic.pooka.gui.ReadMessageFrame)|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageInternalFrame/getMessageProxy()|,|java+method:///net/suberic/pooka/gui/ReadMessageInternalFrame/configureMessageInternalFrame()|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageInternalFrame/configureInterfaceStyle()|,|java+method:///net/suberic/pooka/gui/ReadMessageInternalFrame/configureMessageInternalFrame()|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/msg|,|java+method:///net/suberic/pooka/gui/ReadMessageInternalFrame/configureMessageInternalFrame()|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/keyBindings|,|java+method:///net/suberic/pooka/gui/ReadMessageInternalFrame/configureMessageInternalFrame()|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/toolbar|,|java+method:///net/suberic/pooka/gui/ReadMessageInternalFrame/configureMessageInternalFrame()|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/messageDisplay|,|java+method:///net/suberic/pooka/gui/ReadMessageInternalFrame/configureMessageInternalFrame()|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageInternalFrame/getMessageProxy()|,|java+method:///net/suberic/pooka/gui/ReadMessageInternalFrame/getTheme(net.suberic.util.swing.ThemeManager)|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/messageDisplay|,|java+method:///net/suberic/pooka/gui/ReadMessageInternalFrame/getActions()|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageInternalFrame/getDefaultActions()|,|java+method:///net/suberic/pooka/gui/ReadMessageInternalFrame/getActions()|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageInternalFrame/getMessageProxy()|,|java+method:///net/suberic/pooka/gui/ReadMessageInternalFrame/detachWindow()|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/toolbar|,|java+method:///net/suberic/pooka/gui/ReadMessageInternalFrame/registerKeyboardAction(java.awt.event.ActionListener,java.lang.String,javax.swing.KeyStroke,int)|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/messageDisplay|,|java+method:///net/suberic/pooka/gui/ReadMessageInternalFrame/registerKeyboardAction(java.awt.event.ActionListener,java.lang.String,javax.swing.KeyStroke,int)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/DefaultBooleanEditorPane|,|java+class:///net/suberic/util/gui/propedit/ListEditorPane|>,220,<|java+field:///net/suberic/util/gui/propedit/ListEditorPane/originalIndex|,|java+method:///net/suberic/util/gui/propedit/DefaultBooleanEditorPane/createComboBox()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/DefaultBooleanEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/util/gui/propedit/DefaultBooleanEditorPane/createComboBox()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/DefaultBooleanEditorPane|,|java+class:///net/suberic/util/gui/propedit/ListEditorPane|>,220,<|java+field:///net/suberic/util/gui/propedit/ListEditorPane/labelToValueMap|,|java+method:///net/suberic/util/gui/propedit/DefaultBooleanEditorPane/createComboBox()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/DefaultBooleanEditorPane|,|java+class:///net/suberic/util/gui/propedit/ListEditorPane|>,220,<|java+field:///net/suberic/util/gui/propedit/ListEditorPane/currentIndex|,|java+method:///net/suberic/util/gui/propedit/DefaultBooleanEditorPane/createComboBox()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/DefaultBooleanEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/property|,|java+method:///net/suberic/util/gui/propedit/DefaultBooleanEditorPane/createComboBox()|>>,
  <<|java+class:///net/suberic/pooka/crypto/KeyAttachment|,|java+class:///net/suberic/pooka/Attachment|>,220,<|java+method:///net/suberic/pooka/Attachment/getDataHandler()|,|java+method:///net/suberic/pooka/crypto/KeyAttachment/extractKeys(net.suberic.crypto.EncryptionUtils)|>>,
  <<|java+class:///net/suberic/pooka/crypto/KeyAttachment|,|java+class:///net/suberic/pooka/Attachment|>,220,<|java+method:///net/suberic/pooka/Attachment/getMimeType()|,|java+method:///net/suberic/pooka/crypto/KeyAttachment/extractKeys(net.suberic.crypto.EncryptionUtils)|>>,
  <<|java+class:///net/suberic/pooka/gui/PookaPreviewPaneUIFactory|,|java+class:///net/suberic/pooka/gui/SwingUIFactory|>,220,<|java+method:///net/suberic/pooka/gui/SwingUIFactory/getEditorFactory()|,|java+method:///net/suberic/pooka/gui/PookaPreviewPaneUIFactory/showEditorWindow(java.lang.String,java.lang.String,java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/gui/PookaPreviewPaneUIFactory|,|java+class:///net/suberic/pooka/gui/SwingUIFactory|>,220,<|java+method:///net/suberic/pooka/gui/SwingUIFactory/formatMessage(java.lang.String)|,|java+method:///net/suberic/pooka/gui/PookaPreviewPaneUIFactory/showConfirmDialog(java.lang.String,java.lang.String,int)|>>,
  <<|java+class:///net/suberic/pooka/gui/PookaPreviewPaneUIFactory|,|java+class:///net/suberic/pooka/gui/SwingUIFactory|>,220,<|java+method:///net/suberic/pooka/gui/SwingUIFactory/showError(java.lang.String,java.lang.String,java.lang.Exception)|,|java+method:///net/suberic/pooka/gui/PookaPreviewPaneUIFactory/showError(java.lang.String,java.lang.Exception)|>>,
  <<|java+class:///net/suberic/pooka/gui/PookaPreviewPaneUIFactory|,|java+class:///net/suberic/pooka/gui/SwingUIFactory|>,220,<|java+method:///net/suberic/pooka/gui/SwingUIFactory/showError(java.lang.String,java.lang.String)|,|java+method:///net/suberic/pooka/gui/PookaPreviewPaneUIFactory/showError(java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/gui/PookaPreviewPaneUIFactory|,|java+class:///net/suberic/pooka/gui/SwingUIFactory|>,220,<|java+field:///net/suberic/pooka/gui/SwingUIFactory/mMessageNotificationManager|,|java+constructor:///net/suberic/pooka/gui/PookaPreviewPaneUIFactory/PookaPreviewPaneUIFactory(net.suberic.pooka.gui.PookaUIFactory)|>>,
  <<|java+class:///net/suberic/pooka/gui/PookaPreviewPaneUIFactory|,|java+class:///net/suberic/pooka/gui/SwingUIFactory|>,220,<|java+field:///net/suberic/pooka/gui/SwingUIFactory/mIconManager|,|java+constructor:///net/suberic/pooka/gui/PookaPreviewPaneUIFactory/PookaPreviewPaneUIFactory(net.suberic.pooka.gui.PookaUIFactory)|>>,
  <<|java+class:///net/suberic/pooka/gui/PookaPreviewPaneUIFactory|,|java+class:///net/suberic/pooka/gui/SwingUIFactory|>,220,<|java+field:///net/suberic/pooka/gui/SwingUIFactory/pookaThemeManager|,|java+constructor:///net/suberic/pooka/gui/PookaPreviewPaneUIFactory/PookaPreviewPaneUIFactory(net.suberic.pooka.gui.PookaUIFactory)|>>,
  <<|java+class:///net/suberic/pooka/gui/PookaPreviewPaneUIFactory|,|java+class:///net/suberic/pooka/gui/SwingUIFactory|>,220,<|java+field:///net/suberic/pooka/gui/SwingUIFactory/editorFactory|,|java+constructor:///net/suberic/pooka/gui/PookaPreviewPaneUIFactory/PookaPreviewPaneUIFactory(net.suberic.pooka.gui.PookaUIFactory)|>>,
  <<|java+class:///net/suberic/util/cache/FileSizedCacheEntry|,|java+class:///net/suberic/util/cache/SizedCacheEntry|>,220,<|java+method:///net/suberic/util/cache/SizedCacheEntry/getCachedValue()|,|java+method:///net/suberic/util/cache/FileSizedCacheEntry/equals(java.lang.Object)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/RadioEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/originalValue|,|java+method:///net/suberic/util/gui/propedit/RadioEditorPane/resetDefaultValue()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/RadioEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/getPropertyEditorPane(java.awt.Component)|,|java+method:///net/suberic/util/gui/propedit/RadioEditorPane/getPropertyEditorPane()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/RadioEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/configureBasic(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|,|java+method:///net/suberic/util/gui/propedit/RadioEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/RadioEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/util/gui/propedit/RadioEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/RadioEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/editorTemplate|,|java+method:///net/suberic/util/gui/propedit/RadioEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/RadioEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/originalValue|,|java+method:///net/suberic/util/gui/propedit/RadioEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/RadioEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/property|,|java+method:///net/suberic/util/gui/propedit/RadioEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/RadioEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/originalValue|,|java+method:///net/suberic/util/gui/propedit/RadioEditorPane/isChanged()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/RadioEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/isEditorEnabled()|,|java+method:///net/suberic/util/gui/propedit/RadioEditorPane/updateEditorEnabled()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/RadioEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/property|,|java+method:///net/suberic/util/gui/propedit/RadioEditorPane/getValue()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/RadioEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/firePropertyChangingEvent(java.lang.String)|,|java+method:///net/suberic/util/gui/propedit/RadioEditorPane/validateProperty()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/RadioEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/firePropertyChangedEvent(java.lang.String)|,|java+method:///net/suberic/util/gui/propedit/RadioEditorPane/validateProperty()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/RadioEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/firePropertyCommittingEvent(java.lang.String)|,|java+method:///net/suberic/util/gui/propedit/RadioEditorPane/validateProperty()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/RadioEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/originalValue|,|java+method:///net/suberic/util/gui/propedit/RadioEditorPane/validateProperty()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/RadioEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/util/gui/propedit/RadioEditorPane/setValue()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/RadioEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/firePropertyCommittingEvent(java.lang.String)|,|java+method:///net/suberic/util/gui/propedit/RadioEditorPane/setValue()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/RadioEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/originalValue|,|java+method:///net/suberic/util/gui/propedit/RadioEditorPane/setValue()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/RadioEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/isEditorEnabled()|,|java+method:///net/suberic/util/gui/propedit/RadioEditorPane/setValue()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/RadioEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/property|,|java+method:///net/suberic/util/gui/propedit/RadioEditorPane/setValue()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/RadioEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/isEditorEnabled()|,|java+method:///net/suberic/util/gui/propedit/RadioEditorPane/acceptDefaultFocus()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/RadioEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/util/gui/propedit/RadioEditorPane/itemStateChanged(java.awt.event.ItemEvent)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/RadioEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/firePropertyChangingEvent(java.lang.String)|,|java+method:///net/suberic/util/gui/propedit/RadioEditorPane/itemStateChanged(java.awt.event.ItemEvent)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/RadioEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/firePropertyChangedEvent(java.lang.String)|,|java+method:///net/suberic/util/gui/propedit/RadioEditorPane/itemStateChanged(java.awt.event.ItemEvent)|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/AddressEntryEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/pooka/gui/propedit/AddressEntryEditor/setValue()|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/AddressEntryEditor|,|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/editors|,|java+method:///net/suberic/pooka/gui/propedit/AddressEntryEditor/setValue()|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/AddressEntryEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/isEditorEnabled()|,|java+method:///net/suberic/pooka/gui/propedit/AddressEntryEditor/setValue()|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/AddressEntryEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/configureEditor(java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|,|java+constructor:///net/suberic/pooka/gui/propedit/AddressEntryEditor/AddressEntryEditor(net.suberic.util.gui.propedit.PropertyEditorManager,net.suberic.pooka.AddressBookEntry)|>>,
  <<|java+class:///net/suberic/pooka/NewMessageInfo|,|java+class:///net/suberic/pooka/MessageInfo|>,220,<|java+method:///net/suberic/pooka/MessageInfo/getDefaultProfile()|,|java+method:///net/suberic/pooka/NewMessageInfo/getDefaultProfile()|>>,
  <<|java+class:///net/suberic/pooka/NewMessageInfo|,|java+class:///net/suberic/pooka/MessageInfo|>,220,<|java+method:///net/suberic/pooka/MessageInfo/getMessage()|,|java+method:///net/suberic/pooka/NewMessageInfo/internal_sendMessage(net.suberic.pooka.UserProfile,javax.mail.internet.MimeMessage,java.lang.String,java.lang.String,net.suberic.pooka.gui.NewMessageCryptoInfo,net.suberic.pooka.OutgoingMailServer)|>>,
  <<|java+class:///net/suberic/pooka/NewMessageInfo|,|java+class:///net/suberic/pooka/MessageInfo|>,220,<|java+field:///net/suberic/pooka/MessageInfo/message|,|java+method:///net/suberic/pooka/NewMessageInfo/internal_sendMessage(net.suberic.pooka.UserProfile,javax.mail.internet.MimeMessage,java.lang.String,java.lang.String,net.suberic.pooka.gui.NewMessageCryptoInfo,net.suberic.pooka.OutgoingMailServer)|>>,
  <<|java+class:///net/suberic/pooka/NewMessageInfo|,|java+class:///net/suberic/pooka/MessageInfo|>,220,<|java+field:///net/suberic/pooka/MessageInfo/attachments|,|java+method:///net/suberic/pooka/NewMessageInfo/internal_sendMessage(net.suberic.pooka.UserProfile,javax.mail.internet.MimeMessage,java.lang.String,java.lang.String,net.suberic.pooka.gui.NewMessageCryptoInfo,net.suberic.pooka.OutgoingMailServer)|>>,
  <<|java+class:///net/suberic/pooka/NewMessageInfo|,|java+class:///net/suberic/pooka/MessageInfo|>,220,<|java+method:///net/suberic/pooka/MessageInfo/getMessageProxy()|,|java+method:///net/suberic/pooka/NewMessageInfo/internal_sendMessage(net.suberic.pooka.UserProfile,javax.mail.internet.MimeMessage,java.lang.String,java.lang.String,net.suberic.pooka.gui.NewMessageCryptoInfo,net.suberic.pooka.OutgoingMailServer)|>>,
  <<|java+class:///net/suberic/pooka/NewMessageInfo|,|java+class:///net/suberic/pooka/MessageInfo|>,220,<|java+field:///net/suberic/pooka/MessageInfo/attachments|,|java+method:///net/suberic/pooka/NewMessageInfo/addAttachment(net.suberic.pooka.Attachment)|>>,
  <<|java+class:///net/suberic/pooka/NewMessageInfo|,|java+class:///net/suberic/pooka/MessageInfo|>,220,<|java+field:///net/suberic/pooka/MessageInfo/message|,|java+method:///net/suberic/pooka/NewMessageInfo/getTextPart(boolean)|>>,
  <<|java+class:///net/suberic/pooka/NewMessageInfo|,|java+class:///net/suberic/pooka/MessageInfo|>,220,<|java+method:///net/suberic/pooka/MessageInfo/getTruncationMessage()|,|java+method:///net/suberic/pooka/NewMessageInfo/getTextPart(boolean)|>>,
  <<|java+class:///net/suberic/pooka/NewMessageInfo|,|java+class:///net/suberic/pooka/MessageInfo|>,220,<|java+field:///net/suberic/pooka/MessageInfo/message|,|java+constructor:///net/suberic/pooka/NewMessageInfo/NewMessageInfo(javax.mail.Message)|>>,
  <<|java+class:///net/suberic/pooka/NewMessageInfo|,|java+class:///net/suberic/pooka/MessageInfo|>,220,<|java+field:///net/suberic/pooka/MessageInfo/attachments|,|java+constructor:///net/suberic/pooka/NewMessageInfo/NewMessageInfo(javax.mail.Message)|>>,
  <<|java+class:///net/suberic/pooka/NewMessageInfo|,|java+class:///net/suberic/pooka/MessageInfo|>,220,<|java+field:///net/suberic/pooka/MessageInfo/attachmentsLoaded|,|java+constructor:///net/suberic/pooka/NewMessageInfo/NewMessageInfo(javax.mail.Message)|>>,
  <<|java+class:///net/suberic/pooka/NewMessageInfo|,|java+class:///net/suberic/pooka/MessageInfo|>,220,<|java+method:///net/suberic/pooka/MessageInfo/getMessage()|,|java+method:///net/suberic/pooka/NewMessageInfo/saveDraft(net.suberic.pooka.FolderInfo,net.suberic.pooka.UserProfile,javax.mail.internet.InternetHeaders,java.lang.String,java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/NewMessageInfo|,|java+class:///net/suberic/pooka/MessageInfo|>,220,<|java+field:///net/suberic/pooka/MessageInfo/message|,|java+method:///net/suberic/pooka/NewMessageInfo/saveDraft(net.suberic.pooka.FolderInfo,net.suberic.pooka.UserProfile,javax.mail.internet.InternetHeaders,java.lang.String,java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/NewMessageInfo|,|java+class:///net/suberic/pooka/MessageInfo|>,220,<|java+field:///net/suberic/pooka/MessageInfo/attachments|,|java+method:///net/suberic/pooka/NewMessageInfo/saveDraft(net.suberic.pooka.FolderInfo,net.suberic.pooka.UserProfile,javax.mail.internet.InternetHeaders,java.lang.String,java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/NewMessageInfo|,|java+class:///net/suberic/pooka/MessageInfo|>,220,<|java+method:///net/suberic/pooka/MessageInfo/getMessage()|,|java+method:///net/suberic/pooka/NewMessageInfo/getHeader(java.lang.String,java.lang.String)|>>,
