[
  <<|java+class:///ChallengeHandler|,|java+interface:///net/wastl/webmail/server/URLHandler|>,207,|project://webmail-0.7.10/src/org/webengruven/webmail/plugins/ChallengeHandler.java|(1623,49,<47,8>,<47,57>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/FolderSetup.java|(3286,44,<109,44>,<109,88>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/FolderSetup.java|(3747,19,<120,5>,<120,24>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/FolderSetup.java|(3809,21,<122,12>,<122,33>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/FolderSetup.java|(3872,24,<124,12>,<124,36>)>,
  <<|java+class:///net/wastl/webmail/ui/xml/XHTMLDocument|,|java+class:///net/wastl/webmail/ui/html/HTMLDocument|>,201,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/FolderSetup.java|(4560,155,<146,5>,<148,52>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/FolderSetup.java|(4867,47,<151,44>,<151,91>)>,
  <<|java+class:///net/wastl/webmail/ui/xml/XHTMLDocument|,|java+class:///net/wastl/webmail/ui/html/HTMLDocument|>,201,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/FolderSetup.java|(4980,159,<153,5>,<155,52>)>,
  <<|java+class:///net/wastl/webmail/ui/xml/XHTMLDocument|,|java+class:///net/wastl/webmail/ui/html/HTMLDocument|>,201,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/FolderSetup.java|(5162,147,<158,5>,<160,52>)>,
  <<|java+class:///ShowMIME|,|java+interface:///net/wastl/webmail/server/URLHandler|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/ShowMIME.java|(1543,48,<53,1>,<53,49>)>,
  <<|java+class:///net/wastl/webmail/server/WebMailSession|,|java+interface:///net/wastl/webmail/server/HTTPSession|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/ShowMIME.java|(2165,20,<78,24>,<78,44>)>,
  <<|java+class:///net/wastl/webmail/ui/html/HTMLImage|,|java+class:///net/wastl/webmail/ui/html/HTMLDocument|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/ShowMIME.java|(3141,7,<105,8>,<105,15>)>,
  <<|java+interface:///javax/servlet/http/HttpServletRequest|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(2299,43,<74,44>,<74,87>)>,
  <<|java+class:///java/net/InetAddress|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(2877,17,<92,17>,<92,34>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(3620,60,<116,5>,<116,65>)>,
  <<|java+class:///net/wastl/webmail/server/AdminSession|,|java+interface:///net/wastl/webmail/server/HTTPSession|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(4037,26,<136,2>,<136,28>)>,
  <<|java+class:///net/wastl/webmail/xml/XMLUserData|,|java+interface:///net/wastl/webmail/server/UserData|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(5611,32,<201,8>,<201,40>)>,
  <<|java+class:///net/wastl/webmail/xml/XMLAdminModel|,|java+class:///net/wastl/webmail/xml/XMLGenericModel|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(5611,32,<201,8>,<201,40>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(6411,33,<222,17>,<222,50>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(6833,47,<231,16>,<231,63>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(7097,43,<239,5>,<239,48>)>,
  <<|java+class:///net/wastl/webmail/xml/XMLUserData|,|java+interface:///net/wastl/webmail/server/UserData|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(7297,91,<243,10>,<243,101>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(8488,26,<275,30>,<275,56>)>,
  <<|java+interface:///net/wastl/webmail/server/StatusServer|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(9215,38,<299,45>,<299,83>)>,
  <<|java+interface:///net/wastl/webmail/server/StatusServer|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(9313,37,<300,44>,<300,81>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(9771,23,<312,14>,<312,37>)>,
  <<|java+class:///net/wastl/webmail/server/WebMailSession|,|java+interface:///net/wastl/webmail/server/HTTPSession|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(9896,17,<315,23>,<315,40>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(10038,75,<320,6>,<320,81>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(10121,78,<321,6>,<321,84>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(10207,94,<322,6>,<322,100>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(10309,111,<323,6>,<323,117>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(10543,26,<327,15>,<327,41>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(10654,34,<329,74>,<329,108>)>,
  <<|java+class:///javax/mail/Folder|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(10646,42,<329,66>,<329,108>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(10587,120,<329,7>,<329,127>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(10743,99,<331,7>,<331,106>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(11124,75,<340,6>,<340,81>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(11207,94,<341,6>,<341,100>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(11309,78,<342,6>,<342,84>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/AdminSession.java|(11395,111,<343,6>,<343,117>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(1954,22,<63,36>,<63,58>)>,
  <<|java+class:///net/wastl/webmail/config/ConfigParameter|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(1937,39,<63,19>,<63,58>)>,
  <<|java+class:///net/wastl/webmail/config/StringConfigParameter|,|java+class:///net/wastl/webmail/config/ConfigParameter|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(2431,20,<79,1>,<79,21>)>,
  <<|java+class:///net/wastl/webmail/config/StringConfigParameter|,|java+class:///net/wastl/webmail/config/ConfigParameter|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(2633,20,<84,1>,<84,21>)>,
  <<|java+class:///net/wastl/webmail/config/IntegerConfigParameter|,|java+class:///net/wastl/webmail/config/ConfigParameter|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(3070,20,<96,1>,<96,21>)>,
  <<|java+class:///net/wastl/webmail/config/IntegerConfigParameter|,|java+class:///net/wastl/webmail/config/ConfigParameter|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(3275,20,<101,1>,<101,21>)>,
  <<|java+class:///net/wastl/webmail/config/CryptedStringConfigParameter|,|java+class:///net/wastl/webmail/config/ConfigParameter|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(3746,20,<113,1>,<113,21>)>,
  <<|java+class:///net/wastl/webmail/config/CryptedStringConfigParameter|,|java+class:///net/wastl/webmail/config/ConfigParameter|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(3969,20,<118,1>,<118,21>)>,
  <<|java+class:///net/wastl/webmail/config/ChoiceConfigParameter|,|java+class:///net/wastl/webmail/config/ConfigParameter|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(4387,20,<130,1>,<130,21>)>,
  <<|java+class:///net/wastl/webmail/config/ChoiceConfigParameter|,|java+class:///net/wastl/webmail/config/ConfigParameter|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(4573,20,<135,1>,<135,21>)>,
  <<|java+class:///net/wastl/webmail/config/ConfigYesNoParameter|,|java+class:///net/wastl/webmail/config/ChoiceConfigParameter|>,202,|java+variable:///net/wastl/webmail/config/ConfigScheme/configRegisterYesNoKey(java.lang.String,java.lang.String)/parm|>,
  <<|java+class:///net/wastl/webmail/config/ChoiceConfigParameter|,|java+class:///net/wastl/webmail/config/ConfigParameter|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(4768,20,<141,1>,<141,21>)>,
  <<|java+class:///net/wastl/webmail/config/ConfigYesNoParameter|,|java+class:///net/wastl/webmail/config/ChoiceConfigParameter|>,202,|java+variable:///net/wastl/webmail/config/ConfigScheme/configRegisterYesNoKey(net.wastl.webmail.config.ConfigurationListener,java.lang.String,java.lang.String)/parm|>,
  <<|java+class:///net/wastl/webmail/config/ChoiceConfigParameter|,|java+class:///net/wastl/webmail/config/ConfigParameter|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(4952,20,<146,1>,<146,21>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(5399,22,<158,43>,<158,65>)>,
  <<|java+class:///net/wastl/webmail/config/ConfigParameter|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(5382,39,<158,26>,<158,65>)>,
  <<|java+class:///net/wastl/webmail/config/ChoiceConfigParameter|,|java+class:///net/wastl/webmail/config/ConfigParameter|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(5475,27,<160,3>,<160,30>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(5474,52,<160,2>,<160,54>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(5923,22,<175,25>,<175,47>)>,
  <<|java+class:///net/wastl/webmail/config/ConfigParameter|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(5906,39,<175,8>,<175,47>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(6251,22,<187,37>,<187,59>)>,
  <<|java+class:///net/wastl/webmail/config/ConfigParameter|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(6234,39,<187,20>,<187,59>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(6463,22,<196,37>,<196,59>)>,
  <<|java+class:///net/wastl/webmail/config/ConfigParameter|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(6446,39,<196,20>,<196,59>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(6640,22,<204,37>,<204,59>)>,
  <<|java+class:///net/wastl/webmail/config/ConfigParameter|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(6623,39,<204,20>,<204,59>)>,
  <<|java+interface:///net/wastl/webmail/config/ConfigurationListener|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(7113,41,<223,26>,<223,67>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigScheme.java|(7524,37,<241,8>,<241,45>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(1736,26,<65,5>,<65,31>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(1906,17,<73,4>,<73,21>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(2951,24,<111,1>,<111,25>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(3202,19,<120,15>,<120,34>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(3482,43,<131,15>,<131,58>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(3719,26,<141,5>,<141,31>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(5035,30,<182,5>,<182,35>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(5207,29,<186,5>,<186,34>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(5348,28,<190,5>,<190,33>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(5389,30,<192,5>,<192,35>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(5717,23,<203,5>,<203,28>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(7023,21,<258,16>,<258,37>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(8659,17,<320,4>,<320,21>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(9627,41,<358,8>,<358,49>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(9776,24,<362,4>,<362,28>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(14123,51,<510,9>,<510,60>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(14181,52,<511,2>,<511,54>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(14442,19,<521,18>,<521,37>)>,
  <<|java+class:///java/lang/String|,|java+interface:///net/wastl/webmail/server/MailHostData|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(5962,64,<212,13>,<212,77>)>,
  <<|java+class:///java/lang/String|,|java+interface:///net/wastl/webmail/server/MailHostData|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(6192,42,<220,13>,<220,55>)>,
  <<|java+class:///java/lang/String|,|java+interface:///net/wastl/webmail/server/MailHostData|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(6284,29,<224,13>,<224,42>)>,
  <<|java+class:///java/lang/String|,|java+interface:///net/wastl/webmail/server/MailHostData|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(6537,40,<236,13>,<236,53>)>,
  <<|java+class:///java/lang/String|,|java+interface:///net/wastl/webmail/server/MailHostData|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(6715,27,<244,13>,<244,40>)>,
  <<|java+class:///java/lang/String|,|java+interface:///net/wastl/webmail/server/MailHostData|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(5962,64,<212,13>,<212,77>)>,
  <<|java+class:///java/lang/String|,|java+interface:///net/wastl/webmail/server/MailHostData|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(6192,42,<220,13>,<220,55>)>,
  <<|java+class:///java/lang/String|,|java+interface:///net/wastl/webmail/server/MailHostData|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(6284,29,<224,13>,<224,42>)>,
  <<|java+class:///java/lang/String|,|java+interface:///net/wastl/webmail/server/MailHostData|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(6537,40,<236,13>,<236,53>)>,
  <<|java+class:///java/lang/String|,|java+interface:///net/wastl/webmail/server/MailHostData|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(6715,27,<244,13>,<244,40>)>,
  <<|java+anonymousClass:///net/wastl/webmail/xml/XMLUserData/getMailHost(java/lang/String)/$anonymous1|,|java+interface:///net/wastl/webmail/server/MailHostData|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(5895,859,<209,8>,<246,6>)>,
  <<|java+class:///java/lang/String|,|java+interface:///java/util/Enumeration|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(7059,20,<259,13>,<259,33>)>,
  <<|java+class:///java/lang/String|,|java+interface:///java/util/Enumeration|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(7059,20,<259,13>,<259,33>)>,
  <<|java+anonymousClass:///net/wastl/webmail/xml/XMLUserData/mailHosts()/$anonymous1|,|java+interface:///java/util/Enumeration|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLUserData.java|(6871,220,<251,8>,<261,6>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/Storage.java|(2395,26,<76,16>,<76,42>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/Storage.java|(2551,31,<79,24>,<79,55>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/Storage.java|(4206,28,<133,5>,<133,33>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/Storage.java|(8792,29,<261,21>,<261,50>)>,
  <<|java+class:///java/lang/Object|,|java+interface:///java/util/Enumeration|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/server/Storage.java|(8882,18,<266,13>,<266,31>)>,
  <<|java+class:///java/lang/Object|,|java+interface:///java/util/Enumeration|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/server/Storage.java|(8882,18,<266,13>,<266,31>)>,
  <<|java+anonymousClass:///net/wastl/webmail/server/Storage/getUsers()/$anonymous1|,|java+interface:///java/util/Enumeration|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/server/Storage.java|(8480,432,<253,8>,<268,6>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/ui/html/HTMLDocument.java|(2527,20,<84,17>,<84,37>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/ui/html/HTMLDocument.java|(2519,28,<84,9>,<84,37>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/org/bulbul/webmail/xmlresource/ResourceBase.java|(3711,19,<123,14>,<123,33>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/org/bulbul/webmail/xmlresource/ResourceBase.java|(3842,19,<128,18>,<128,37>)>,
  <<|java+class:///java/io/IOException|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/org/bulbul/webmail/xmlresource/ResourceBase.java|(3904,21,<132,5>,<132,26>)>,
  <<|java+class:///org/xml/sax/SAXException|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/org/bulbul/webmail/xmlresource/ResourceBase.java|(3962,21,<135,5>,<135,26>)>,
  <<|java+class:///javax/xml/parsers/ParserConfigurationException|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/org/bulbul/webmail/xmlresource/ResourceBase.java|(4035,21,<138,5>,<138,26>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/org/bulbul/webmail/xmlresource/ResourceBase.java|(4244,19,<145,15>,<145,34>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/org/bulbul/webmail/xmlresource/ResourceBase.java|(4482,19,<152,17>,<152,36>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/org/bulbul/webmail/xmlresource/ResourceBase.java|(4512,34,<153,9>,<153,43>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/org/bulbul/webmail/xmlresource/ResourceBase.java|(4765,43,<159,10>,<159,53>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/org/bulbul/webmail/xmlresource/ResourceBase.java|(4815,52,<160,3>,<160,55>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,206,|project://webmail-0.7.10/src/org/bulbul/webmail/xmlresource/ResourceBase.java|(2950,6,<100,8>,<100,14>)>,
  <<|java+class:///MailboxList|,|java+interface:///net/wastl/webmail/server/URLHandler|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/MailboxList.java|(1596,48,<54,1>,<54,49>)>,
  <<|java+class:///net/wastl/webmail/server/WebMailSession|,|java+interface:///net/wastl/webmail/server/HTTPSession|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/MailboxList.java|(2341,20,<79,24>,<79,44>)>,
  <<|java+class:///net/wastl/webmail/ui/xml/XHTMLDocument|,|java+class:///net/wastl/webmail/ui/html/HTMLDocument|>,201,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/MailboxList.java|(2647,122,<87,1>,<87,123>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/IntegerConfigParameter.java|(1165,21,<34,1>,<34,22>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/config/IntegerConfigParameter.java|(1284,13,<39,28>,<39,41>)>,
  <<|java+class:///UserSetup|,|java+interface:///net/wastl/webmail/server/URLHandler|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/UserSetup.java|(1636,48,<56,1>,<56,49>)>,
  <<|java+class:///net/wastl/webmail/server/WebMailSession|,|java+interface:///net/wastl/webmail/server/HTTPSession|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/UserSetup.java|(2273,20,<82,24>,<82,44>)>,
  <<|java+class:///net/wastl/webmail/xml/XMLUserModel|,|java+class:///net/wastl/webmail/xml/XMLGenericModel|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/UserSetup.java|(2486,51,<88,4>,<88,55>)>,
  <<|java+class:///net/wastl/webmail/ui/xml/XHTMLDocument|,|java+class:///net/wastl/webmail/ui/html/HTMLDocument|>,201,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/UserSetup.java|(2752,120,<97,2>,<97,122>)>,
  <<|java+class:///net/wastl/webmail/ui/xml/XHTMLDocument|,|java+class:///net/wastl/webmail/ui/html/HTMLDocument|>,201,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/UserSetup.java|(3013,120,<102,5>,<102,125>)>,
  <<|java+class:///net/wastl/webmail/server/ToplevelURLHandler|,|java+interface:///net/wastl/webmail/server/URLHandler|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/ToplevelURLHandler.java|(1838,32,<57,1>,<57,33>)>,
  <<|java+class:///net/wastl/webmail/server/WebMailSession|,|java+interface:///net/wastl/webmail/server/HTTPSession|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/ToplevelURLHandler.java|(2603,23,<85,22>,<85,45>)>,
  <<|java+class:///java/lang/Exception|,|java+class:///java/lang/Throwable|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/ToplevelURLHandler.java|(3124,26,<95,11>,<95,37>)>,
