[
  <<|java+class:///org/apache/xalan/templates/ElemAttribute|,|java+class:///org/apache/xalan/templates/ElemElement|>,<|project://xalan-2.7.1/src/org/apache/xalan/templates/ElemAttributeSet.java|(3549,25,<125,6>,<125,31>),|java+method:///org/apache/xalan/templates/ElemElement/execute(org.apache.xalan.transformer.TransformerImpl)|,|java+project:///|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/util/VoidType|,|java+class:///org/apache/xalan/xsltc/compiler/util/Type|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/util/Type/translateTo(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator,java.lang.Class)|,|java+method:///org/apache/xalan/xsltc/compiler/util/VoidType/toString()|>>,
  <<|java+class:///org/apache/xml/serializer/ToStream|,|java+class:///org/apache/xml/serializer/SerializerBase|>,<|java+project:///|,|java+method:///org/apache/xml/serializer/SerializerBase/addXSLAttribute(java.lang.String,java.lang.String,java.lang.String)|,|java+method:///org/apache/xml/serializer/ToStream/addAttributeAlways(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean)|>>,
  <<|java+class:///org/apache/xml/dtm/ref/DTMDefaultBaseIterators/SingletonIterator|,|java+class:///org/apache/xml/dtm/ref/DTMAxisIteratorBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMAxisIteratorBase/getLast()|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBaseIterators/SingletonIterator/reset()|>>,
  <<|java+class:///org/apache/xalan/templates/ElemParam|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/isEqualNode(org.w3c.dom.Node)|,|java+method:///org/apache/xalan/templates/ElemParam/getNodeName()|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/util/RtMethodGenerator|,|java+class:///org/apache/xalan/xsltc/compiler/util/MethodGenerator|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/util/MethodGenerator/loadCurrentNode()|,|java+method:///org/apache/xalan/xsltc/compiler/util/RtMethodGenerator/getLocalIndex(java.lang.String)|>>,
  <<|java+class:///org/apache/xalan/templates/XUnresolvedVariableSimple|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asNode(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xalan/templates/XUnresolvedVariableSimple/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/operations/And|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIteratorRaw(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/operations/And/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/XUnresolvedVariable|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIteratorRaw(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xalan/templates/XUnresolvedVariable/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemTemplateElement|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/getPrefix()|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/error(java.lang.String)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/KeyCall|,|java+class:///org/apache/xalan/xsltc/compiler/FunctionCall|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/FunctionCall/translateDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/KeyCall/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xpath/objects/XString|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/toString()|,|java+method:///org/apache/xpath/objects/XString/str()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncSubstringBefore|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIterator(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncSubstringBefore/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xml/dtm/ref/DTMDefaultBaseTraversers/DescendantTraverser|,|java+class:///org/apache/xml/dtm/DTMAxisTraverser|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/DTMAxisTraverser/first(int)|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBaseTraversers/DescendantTraverser/next(int,int)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/RealExpr|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/compile(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/RealExpr/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xalan/templates/Stylesheet|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/compareTo(java.lang.Object)|,|java+method:///org/apache/xalan/templates/Stylesheet/getStylesheetComposed()|>>,
  <<|java+class:///org/apache/xalan/templates/ElemWhen|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/getTagName()|,|java+method:///org/apache/xalan/templates/ElemWhen/getNodeName()|>>,
  <<|java+class:///org/apache/xalan/lib/sql/DTMDocument|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/getNextAttributeIdentity(int)|,|java+method:///org/apache/xalan/lib/sql/DTMDocument/getNextNodeIdentity(int)|>>,
  <<|java+class:///org/apache/xpath/operations/Variable|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/bool(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/operations/Variable/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/FuncDocument|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/bool(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xalan/templates/FuncDocument/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncNumber|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asNode(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncNumber/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2/PrecedingIterator|,|java+class:///org/apache/xml/dtm/ref/DTMAxisIteratorBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMAxisIteratorBase/getLast()|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2/PrecedingIterator/reset()|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/AncestorPattern|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/compile(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/AncestorPattern/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncNormalizeSpace|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asNode(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncNormalizeSpace/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemTemplateElement|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/createEntityReference(java.lang.String)|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/error(java.lang.String)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemNumber|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/callChildVisitors(org.apache.xalan.templates.XSLTVisitor)|,|java+method:///org/apache/xalan/templates/ElemNumber/callChildVisitors(org.apache.xalan.templates.XSLTVisitor,boolean)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncLast|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncLast/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/util/MethodType|,|java+class:///org/apache/xalan/xsltc/compiler/util/Type|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/util/Type/translateTo(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator,java.lang.Class)|,|java+method:///org/apache/xalan/xsltc/compiler/util/MethodType/toString()|>>,
  <<|java+class:///org/apache/xalan/xsltc/dom/MultiValuedNodeHeapIterator|,|java+class:///org/apache/xml/dtm/ref/DTMAxisIteratorBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMAxisIteratorBase/getLast()|,|java+method:///org/apache/xalan/xsltc/dom/MultiValuedNodeHeapIterator/reset()|>>,
  <<|java+class:///org/apache/xalan/templates/ElemTemplateElement|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/createElementNS(java.lang.String,java.lang.String)|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/error(java.lang.String)|>>,
  <<|java+class:///org/apache/xpath/objects/XStringForFSB|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/xstr()|,|java+method:///org/apache/xpath/objects/XStringForFSB/str()|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/BooleanCall|,|java+class:///org/apache/xalan/xsltc/compiler/FunctionCall|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/FunctionCall/translateDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/BooleanCall/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemTemplateElement|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/getAttributeNodeNS(java.lang.String,java.lang.String)|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/error(java.lang.String)|>>,
  <<|java+class:///org/apache/xalan/templates/Stylesheet|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/excludeResultNSDecl(java.lang.String,java.lang.String)|,|java+method:///org/apache/xalan/templates/Stylesheet/containsExcludeResultPrefix(java.lang.String,java.lang.String)|>>,
  <<|java+class:///org/apache/xpath/axes/DescendantIterator|,|java+class:///org/apache/xpath/axes/LocPathIterator|>,<|java+project:///|,|java+method:///org/apache/xpath/axes/LocPathIterator/getAnalysisBits()|,|java+method:///org/apache/xpath/axes/DescendantIterator/getAxis()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncSubstring|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/num(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncSubstring/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/XUnresolvedVariableSimple|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xalan/templates/XUnresolvedVariableSimple/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncSystemProperty|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/executeCharsToContentHandler(org.apache.xpath.XPathContext,org.xml.sax.ContentHandler)|,|java+method:///org/apache/xpath/functions/FuncSystemProperty/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/objects/XStringForFSB|,|java+class:///org/apache/xpath/objects/XString|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XString/lastIndexOf(int)|,|java+method:///org/apache/xpath/objects/XStringForFSB/str()|>>,
  <<|java+class:///org/apache/xml/dtm/ref/dom2dtm/DOM2DTM|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/dumpDTM(java.io.OutputStream)|,|java+method:///org/apache/xml/dtm/ref/dom2dtm/DOM2DTM/getLocalName(int)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncBoolean|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/executeCharsToContentHandler(org.apache.xpath.XPathContext,org.xml.sax.ContentHandler)|,|java+method:///org/apache/xpath/functions/FuncBoolean/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncConcat|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,boolean)|,|java+method:///org/apache/xpath/functions/FuncConcat/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/util/NamedMethodGenerator|,|java+class:///org/apache/xalan/xsltc/compiler/util/MethodGenerator|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/util/MethodGenerator/storeCurrentNode()|,|java+method:///org/apache/xalan/xsltc/compiler/util/NamedMethodGenerator/getLocalIndex(java.lang.String)|>>,
  <<|java+class:///org/apache/xpath/axes/LocPathIterator|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/axes/LocPathIterator/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/objects/XBoolean|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/castToType(int,org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/objects/XBoolean/num()|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/AbsoluteLocationPath|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/translateDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/AbsoluteLocationPath/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemTemplateElement|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/insertData(int,java.lang.String)|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/error(java.lang.String)|>>,
  <<|java+class:///org/apache/xml/dtm/ref/DTMDefaultBaseTraversers/DescendantFromRootTraverser|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBaseTraversers/DescendantTraverser|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBaseTraversers/DescendantTraverser/next(int,int)|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBaseTraversers/DescendantFromRootTraverser/getSubtreeRoot(int)|>>,
  <<|java+class:///org/apache/xml/dtm/ref/DTMDefaultBaseTraversers/PrecedingSiblingTraverser|,|java+class:///org/apache/xml/dtm/DTMAxisTraverser|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/DTMAxisTraverser/first(int,int)|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBaseTraversers/PrecedingSiblingTraverser/next(int,int,int)|>>,
  <<|java+class:///org/apache/xml/dtm/ref/DTMDefaultBaseTraversers/NamespaceTraverser|,|java+class:///org/apache/xml/dtm/DTMAxisTraverser|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/DTMAxisTraverser/first(int,int)|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBaseTraversers/NamespaceTraverser/next(int,int,int)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncSubstring|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asNode(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncSubstring/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/lib/sql/DTMDocument|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/dumpNode(int)|,|java+method:///org/apache/xalan/lib/sql/DTMDocument/getNodeValue(int)|>>,
  <<|java+class:///org/apache/xpath/patterns/FunctionPattern|,|java+class:///org/apache/xpath/patterns/StepPattern|>,<|java+project:///|,|java+method:///org/apache/xpath/patterns/StepPattern/setPredicates(org.apache.xpath.Expression%5B%5D)|,|java+method:///org/apache/xpath/patterns/FunctionPattern/calcScore()|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/util/ResultTreeType|,|java+class:///org/apache/xalan/xsltc/compiler/util/Type|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/util/Type/translateToDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator,org.apache.xalan.xsltc.compiler.util.Type)|,|java+method:///org/apache/xalan/xsltc/compiler/util/ResultTreeType/translateToDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator,org.apache.xalan.xsltc.compiler.util.BooleanType)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemTextLiteral|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/getTextContent()|,|java+method:///org/apache/xalan/templates/ElemTextLiteral/getNodeValue()|>>,
  <<|java+class:///org/apache/xalan/templates/ElemText|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/exprAddChild(org.apache.xpath.ExpressionNode,int)|,|java+method:///org/apache/xalan/templates/ElemText/appendChild(org.apache.xalan.templates.ElemTemplateElement)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncExtFunctionAvailable|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIterator(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncExtFunctionAvailable/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncStringLength|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIterator(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncStringLength/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/axes/WalkingIterator|,|java+class:///org/apache/xpath/axes/LocPathIterator|>,<|java+project:///|,|java+method:///org/apache/xpath/axes/LocPathIterator/runTo(int)|,|java+method:///org/apache/xpath/axes/WalkingIterator/nextNode()|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/ProcessingInstructionPattern|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/translateDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/ProcessingInstructionPattern/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xml/dtm/ref/dom2dtm/DOM2DTM|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/dumpNode(int)|,|java+method:///org/apache/xml/dtm/ref/dom2dtm/DOM2DTM/getNodeNameX(int)|>>,
  <<|java+class:///org/apache/xpath/objects/XNodeSet|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/rtree(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/objects/XNodeSet/str()|>>,
  <<|java+class:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/dumpDTM(java.io.OutputStream)|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2/getNodeName(int)|>>,
  <<|java+class:///org/apache/xpath/patterns/ContextMatchStepPattern|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,boolean)|,|java+method:///org/apache/xpath/patterns/ContextMatchStepPattern/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemVariable|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/callChildVisitors(org.apache.xalan.templates.XSLTVisitor)|,|java+method:///org/apache/xalan/templates/ElemVariable/callChildVisitors(org.apache.xalan.templates.XSLTVisitor,boolean)|>>,
  <<|java+class:///org/apache/xpath/objects/XObject|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIterator(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/objects/XObject/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/objects/XNull|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/castToType(int,org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/objects/XNull/num()|>>,
  <<|java+class:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/dumpDTM(java.io.OutputStream)|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2/getLocalName(int)|>>,
  <<|java+class:///org/apache/xpath/objects/XStringForChars|,|java+class:///org/apache/xpath/objects/XString|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XString/startsWith(org.apache.xml.utils.XMLString,int)|,|java+method:///org/apache/xpath/objects/XStringForChars/charAt(int)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncRound|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/executeCharsToContentHandler(org.apache.xpath.XPathContext,org.xml.sax.ContentHandler)|,|java+method:///org/apache/xpath/functions/FuncRound/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncId|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/num(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncId/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncNormalizeSpace|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIteratorRaw(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncNormalizeSpace/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/objects/XStringForFSB|,|java+class:///org/apache/xpath/objects/XString|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XString/toLowerCase()|,|java+method:///org/apache/xpath/objects/XStringForFSB/str()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncRound|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,boolean)|,|java+method:///org/apache/xpath/functions/FuncRound/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/FuncFormatNumb|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/num(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xalan/templates/FuncFormatNumb/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncBoolean|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncBoolean/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncDoclocation|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/bool(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncDoclocation/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/XUnresolvedVariable|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/num(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xalan/templates/XUnresolvedVariable/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/objects/XNodeSet|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/castToType(int,org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/objects/XNodeSet/getTypeString()|>>,
  <<|java+class:///org/apache/xpath/objects/XNumber|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/numWithSideEffects()|,|java+method:///org/apache/xpath/objects/XNumber/num()|>>,
  <<|java+class:///org/apache/xalan/templates/ElemMessage|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/getLocalName()|,|java+method:///org/apache/xalan/templates/ElemMessage/getNodeName()|>>,
