[
  <<|java+class:///proguard/classfile/attribute/preverification/IntegerType|,|java+class:///proguard/classfile/attribute/preverification/VerificationType|>,220,<|java+field:///proguard/classfile/attribute/preverification/VerificationType/INTEGER_TYPE|,|java+method:///proguard/classfile/attribute/preverification/IntegerType/getTag()|>>,
  <<|java+class:///proguard/classfile/constant/FieldrefConstant|,|java+class:///proguard/classfile/constant/RefConstant|>,220,<|java+field:///proguard/classfile/constant/RefConstant/referencedMember|,|java+constructor:///proguard/classfile/constant/FieldrefConstant/FieldrefConstant(int,int,proguard.classfile.Clazz,proguard.classfile.Member)|>>,
  <<|java+class:///proguard/classfile/constant/FieldrefConstant|,|java+class:///proguard/classfile/constant/RefConstant|>,220,<|java+field:///proguard/classfile/constant/RefConstant/u2classIndex|,|java+constructor:///proguard/classfile/constant/FieldrefConstant/FieldrefConstant(int,int,proguard.classfile.Clazz,proguard.classfile.Member)|>>,
  <<|java+class:///proguard/classfile/constant/FieldrefConstant|,|java+class:///proguard/classfile/constant/RefConstant|>,220,<|java+field:///proguard/classfile/constant/RefConstant/referencedClass|,|java+constructor:///proguard/classfile/constant/FieldrefConstant/FieldrefConstant(int,int,proguard.classfile.Clazz,proguard.classfile.Member)|>>,
  <<|java+class:///proguard/classfile/constant/FieldrefConstant|,|java+class:///proguard/classfile/constant/RefConstant|>,220,<|java+field:///proguard/classfile/constant/RefConstant/u2nameAndTypeIndex|,|java+constructor:///proguard/classfile/constant/FieldrefConstant/FieldrefConstant(int,int,proguard.classfile.Clazz,proguard.classfile.Member)|>>,
  <<|java+class:///proguard/evaluation/value/SpecificDoubleValue|,|java+class:///proguard/evaluation/value/DoubleValue|>,220,<|java+method:///proguard/evaluation/value/DoubleValue/remainder(proguard.evaluation.value.SpecificDoubleValue)|,|java+method:///proguard/evaluation/value/SpecificDoubleValue/remainderOf(proguard.evaluation.value.DoubleValue)|>>,
  <<|java+class:///proguard/evaluation/value/SpecificDoubleValue|,|java+class:///proguard/evaluation/value/DoubleValue|>,220,<|java+method:///proguard/evaluation/value/DoubleValue/multiply(proguard.evaluation.value.SpecificDoubleValue)|,|java+method:///proguard/evaluation/value/SpecificDoubleValue/multiply(proguard.evaluation.value.DoubleValue)|>>,
  <<|java+class:///proguard/evaluation/value/SpecificDoubleValue|,|java+class:///proguard/evaluation/value/DoubleValue|>,220,<|java+method:///proguard/evaluation/value/DoubleValue/subtractFrom(proguard.evaluation.value.SpecificDoubleValue)|,|java+method:///proguard/evaluation/value/SpecificDoubleValue/subtract(proguard.evaluation.value.DoubleValue)|>>,
  <<|java+class:///proguard/evaluation/value/SpecificDoubleValue|,|java+class:///proguard/evaluation/value/DoubleValue|>,220,<|java+method:///proguard/evaluation/value/DoubleValue/divide(proguard.evaluation.value.SpecificDoubleValue)|,|java+method:///proguard/evaluation/value/SpecificDoubleValue/divideOf(proguard.evaluation.value.DoubleValue)|>>,
  <<|java+class:///proguard/evaluation/value/SpecificDoubleValue|,|java+class:///proguard/evaluation/value/DoubleValue|>,220,<|java+method:///proguard/evaluation/value/DoubleValue/add(proguard.evaluation.value.SpecificDoubleValue)|,|java+method:///proguard/evaluation/value/SpecificDoubleValue/add(proguard.evaluation.value.DoubleValue)|>>,
  <<|java+class:///proguard/evaluation/value/SpecificDoubleValue|,|java+class:///proguard/evaluation/value/DoubleValue|>,220,<|java+method:///proguard/evaluation/value/DoubleValue/subtract(proguard.evaluation.value.SpecificDoubleValue)|,|java+method:///proguard/evaluation/value/SpecificDoubleValue/subtractFrom(proguard.evaluation.value.DoubleValue)|>>,
  <<|java+class:///proguard/evaluation/value/SpecificDoubleValue|,|java+class:///proguard/evaluation/value/DoubleValue|>,220,<|java+method:///proguard/evaluation/value/DoubleValue/divideOf(proguard.evaluation.value.SpecificDoubleValue)|,|java+method:///proguard/evaluation/value/SpecificDoubleValue/divide(proguard.evaluation.value.DoubleValue)|>>,
  <<|java+class:///proguard/evaluation/value/SpecificDoubleValue|,|java+class:///proguard/evaluation/value/DoubleValue|>,220,<|java+method:///proguard/evaluation/value/DoubleValue/compareReverse(proguard.evaluation.value.SpecificDoubleValue)|,|java+method:///proguard/evaluation/value/SpecificDoubleValue/compare(proguard.evaluation.value.DoubleValue)|>>,
  <<|java+class:///proguard/evaluation/value/SpecificDoubleValue|,|java+class:///proguard/evaluation/value/DoubleValue|>,220,<|java+method:///proguard/evaluation/value/DoubleValue/remainderOf(proguard.evaluation.value.SpecificDoubleValue)|,|java+method:///proguard/evaluation/value/SpecificDoubleValue/remainder(proguard.evaluation.value.DoubleValue)|>>,
  <<|java+class:///proguard/evaluation/value/SpecificDoubleValue|,|java+class:///proguard/evaluation/value/DoubleValue|>,220,<|java+method:///proguard/evaluation/value/DoubleValue/generalize(proguard.evaluation.value.SpecificDoubleValue)|,|java+method:///proguard/evaluation/value/SpecificDoubleValue/generalize(proguard.evaluation.value.DoubleValue)|>>,
  <<|java+class:///proguard/evaluation/value/TopValue|,|java+class:///proguard/evaluation/value/Value|>,220,<|java+field:///proguard/evaluation/value/Value/TYPE_TOP|,|java+method:///proguard/evaluation/value/TopValue/computationalType()|>>,
  <<|java+class:///proguard/classfile/instruction/ConstantInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+method:///proguard/classfile/instruction/Instruction/writeValue(byte%5B%5D,int,int,int)|,|java+method:///proguard/classfile/instruction/ConstantInstruction/writeInfo(byte%5B%5D,int)|>>,
  <<|java+class:///proguard/classfile/instruction/ConstantInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+method:///proguard/classfile/instruction/Instruction/toString(int)|,|java+method:///proguard/classfile/instruction/ConstantInstruction/writeInfo(byte%5B%5D,int)|>>,
  <<|java+class:///proguard/classfile/instruction/ConstantInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+field:///proguard/classfile/instruction/Instruction/opcode|,|java+method:///proguard/classfile/instruction/ConstantInstruction/canonicalOpcode()|>>,
  <<|java+class:///proguard/classfile/instruction/ConstantInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+field:///proguard/classfile/instruction/Instruction/opcode|,|java+constructor:///proguard/classfile/instruction/ConstantInstruction/ConstantInstruction(byte,int,int)|>>,
  <<|java+class:///proguard/classfile/instruction/ConstantInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+method:///proguard/classfile/instruction/Instruction/readValue(byte%5B%5D,int,int)|,|java+method:///proguard/classfile/instruction/ConstantInstruction/readInfo(byte%5B%5D,int)|>>,
  <<|java+class:///proguard/classfile/instruction/ConstantInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+field:///proguard/classfile/instruction/Instruction/opcode|,|java+method:///proguard/classfile/instruction/ConstantInstruction/copy(proguard.classfile.instruction.ConstantInstruction)|>>,
  <<|java+class:///proguard/classfile/instruction/ConstantInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+method:///proguard/classfile/instruction/Instruction/getName()|,|java+method:///proguard/classfile/instruction/ConstantInstruction/toString()|>>,
  <<|java+class:///proguard/classfile/instruction/ConstantInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+method:///proguard/classfile/instruction/Instruction/stackPopCount(proguard.classfile.Clazz)|,|java+method:///proguard/classfile/instruction/ConstantInstruction/stackPopCount(proguard.classfile.Clazz)|>>,
  <<|java+class:///proguard/classfile/instruction/ConstantInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+field:///proguard/classfile/instruction/Instruction/opcode|,|java+method:///proguard/classfile/instruction/ConstantInstruction/stackPopCount(proguard.classfile.Clazz)|>>,
  <<|java+class:///proguard/classfile/instruction/ConstantInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+field:///proguard/classfile/instruction/Instruction/opcode|,|java+method:///proguard/classfile/instruction/ConstantInstruction/constantIndexSize()|>>,
  <<|java+class:///proguard/classfile/instruction/ConstantInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+field:///proguard/classfile/instruction/Instruction/opcode|,|java+method:///proguard/classfile/instruction/ConstantInstruction/constantSize()|>>,
  <<|java+class:///proguard/classfile/instruction/ConstantInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+field:///proguard/classfile/instruction/Instruction/opcode|,|java+method:///proguard/classfile/instruction/ConstantInstruction/stackPushCount(proguard.classfile.Clazz)|>>,
  <<|java+class:///proguard/classfile/instruction/ConstantInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+method:///proguard/classfile/instruction/Instruction/stackPushCount(proguard.classfile.Clazz)|,|java+method:///proguard/classfile/instruction/ConstantInstruction/stackPushCount(proguard.classfile.Clazz)|>>,
  <<|java+class:///proguard/classfile/instruction/ConstantInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+field:///proguard/classfile/instruction/Instruction/opcode|,|java+method:///proguard/classfile/instruction/ConstantInstruction/shrink()|>>,
  <<|java+class:///proguard/evaluation/value/NegatedDoubleValue|,|java+class:///proguard/evaluation/value/SpecificDoubleValue|>,220,<|java+method:///proguard/evaluation/value/SpecificDoubleValue/hashCode()|,|java+method:///proguard/evaluation/value/NegatedDoubleValue/hashCode()|>>,
  <<|java+class:///proguard/evaluation/value/NegatedDoubleValue|,|java+class:///proguard/evaluation/value/SpecificDoubleValue|>,220,<|java+method:///proguard/evaluation/value/SpecificDoubleValue/equals(java.lang.Object)|,|java+method:///proguard/evaluation/value/NegatedDoubleValue/equals(java.lang.Object)|>>,
  <<|java+class:///proguard/optimize/evaluation/LoadingInvocationUnit|,|java+class:///proguard/evaluation/BasicInvocationUnit|>,220,<|java+method:///proguard/evaluation/BasicInvocationUnit/getMethodParameterValue(proguard.classfile.Clazz,proguard.classfile.Method,int,java.lang.String,proguard.classfile.Clazz)|,|java+method:///proguard/optimize/evaluation/LoadingInvocationUnit/getMethodParameterValue(proguard.classfile.Clazz,proguard.classfile.Method,int,java.lang.String,proguard.classfile.Clazz)|>>,
  <<|java+class:///proguard/optimize/evaluation/LoadingInvocationUnit|,|java+class:///proguard/evaluation/BasicInvocationUnit|>,220,<|java+method:///proguard/evaluation/BasicInvocationUnit/getMethodReturnValue(proguard.classfile.Clazz,proguard.classfile.constant.RefConstant,java.lang.String)|,|java+method:///proguard/optimize/evaluation/LoadingInvocationUnit/getMethodReturnValue(proguard.classfile.Clazz,proguard.classfile.constant.RefConstant,java.lang.String)|>>,
  <<|java+class:///proguard/optimize/evaluation/LoadingInvocationUnit|,|java+class:///proguard/evaluation/BasicInvocationUnit|>,220,<|java+method:///proguard/evaluation/BasicInvocationUnit/getFieldClassValue(proguard.classfile.Clazz,proguard.classfile.constant.RefConstant,java.lang.String)|,|java+method:///proguard/optimize/evaluation/LoadingInvocationUnit/getFieldClassValue(proguard.classfile.Clazz,proguard.classfile.constant.RefConstant,java.lang.String)|>>,
  <<|java+class:///proguard/optimize/evaluation/LoadingInvocationUnit|,|java+class:///proguard/evaluation/BasicInvocationUnit|>,220,<|java+method:///proguard/evaluation/BasicInvocationUnit/getFieldValue(proguard.classfile.Clazz,proguard.classfile.constant.RefConstant,java.lang.String)|,|java+method:///proguard/optimize/evaluation/LoadingInvocationUnit/getFieldValue(proguard.classfile.Clazz,proguard.classfile.constant.RefConstant,java.lang.String)|>>,
  <<|java+class:///proguard/classfile/instruction/BranchInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+method:///proguard/classfile/instruction/Instruction/writeSignedValue(byte%5B%5D,int,int,int)|,|java+method:///proguard/classfile/instruction/BranchInstruction/writeInfo(byte%5B%5D,int)|>>,
  <<|java+class:///proguard/classfile/instruction/BranchInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+field:///proguard/classfile/instruction/Instruction/opcode|,|java+method:///proguard/classfile/instruction/BranchInstruction/canonicalOpcode()|>>,
  <<|java+class:///proguard/classfile/instruction/BranchInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+field:///proguard/classfile/instruction/Instruction/opcode|,|java+method:///proguard/classfile/instruction/BranchInstruction/branchOffsetSize()|>>,
  <<|java+class:///proguard/classfile/instruction/BranchInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+method:///proguard/classfile/instruction/Instruction/readSignedValue(byte%5B%5D,int,int)|,|java+method:///proguard/classfile/instruction/BranchInstruction/readInfo(byte%5B%5D,int)|>>,
  <<|java+class:///proguard/classfile/instruction/BranchInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+field:///proguard/classfile/instruction/Instruction/opcode|,|java+method:///proguard/classfile/instruction/BranchInstruction/copy(proguard.classfile.instruction.BranchInstruction)|>>,
  <<|java+class:///proguard/classfile/instruction/BranchInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+field:///proguard/classfile/instruction/Instruction/opcode|,|java+constructor:///proguard/classfile/instruction/BranchInstruction/BranchInstruction(byte,int)|>>,
  <<|java+class:///proguard/classfile/instruction/BranchInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+field:///proguard/classfile/instruction/Instruction/opcode|,|java+method:///proguard/classfile/instruction/BranchInstruction/shrink()|>>,
  <<|java+class:///proguard/classfile/instruction/BranchInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+method:///proguard/classfile/instruction/Instruction/getName()|,|java+method:///proguard/classfile/instruction/BranchInstruction/toString()|>>,
  <<|java+class:///proguard/classfile/attribute/preverification/TopType|,|java+class:///proguard/classfile/attribute/preverification/VerificationType|>,220,<|java+field:///proguard/classfile/attribute/preverification/VerificationType/TOP_TYPE|,|java+method:///proguard/classfile/attribute/preverification/TopType/getTag()|>>,
  <<|java+class:///proguard/classfile/attribute/preverification/NullType|,|java+class:///proguard/classfile/attribute/preverification/VerificationType|>,220,<|java+field:///proguard/classfile/attribute/preverification/VerificationType/NULL_TYPE|,|java+method:///proguard/classfile/attribute/preverification/NullType/getTag()|>>,
  <<|java+class:///proguard/LineWordReader|,|java+class:///proguard/WordReader|>,220,<|java+method:///proguard/WordReader/close()|,|java+method:///proguard/LineWordReader/close()|>>,
  <<|java+class:///proguard/classfile/attribute/preverification/MoreZeroFrame|,|java+class:///proguard/classfile/attribute/preverification/StackMapFrame|>,220,<|java+field:///proguard/classfile/attribute/preverification/StackMapFrame/MORE_ZERO_FRAME|,|java+constructor:///proguard/classfile/attribute/preverification/MoreZeroFrame/MoreZeroFrame(int)|>>,
  <<|java+class:///proguard/classfile/attribute/preverification/MoreZeroFrame|,|java+class:///proguard/classfile/attribute/preverification/StackMapFrame|>,220,<|java+field:///proguard/classfile/attribute/preverification/StackMapFrame/MORE_ZERO_FRAME|,|java+method:///proguard/classfile/attribute/preverification/MoreZeroFrame/getTag()|>>,
  <<|java+class:///proguard/classfile/attribute/preverification/MoreZeroFrame|,|java+class:///proguard/classfile/attribute/preverification/StackMapFrame|>,220,<|java+method:///proguard/classfile/attribute/preverification/StackMapFrame/hashCode()|,|java+method:///proguard/classfile/attribute/preverification/MoreZeroFrame/hashCode()|>>,
  <<|java+class:///proguard/classfile/attribute/preverification/MoreZeroFrame|,|java+class:///proguard/classfile/attribute/preverification/StackMapFrame|>,220,<|java+method:///proguard/classfile/attribute/preverification/StackMapFrame/toString()|,|java+method:///proguard/classfile/attribute/preverification/MoreZeroFrame/toString()|>>,
  <<|java+class:///proguard/classfile/attribute/preverification/MoreZeroFrame|,|java+class:///proguard/classfile/attribute/preverification/StackMapFrame|>,220,<|java+method:///proguard/classfile/attribute/preverification/StackMapFrame/equals(java.lang.Object)|,|java+method:///proguard/classfile/attribute/preverification/MoreZeroFrame/equals(java.lang.Object)|>>,
  <<|java+class:///proguard/classfile/attribute/preverification/MoreZeroFrame|,|java+class:///proguard/classfile/attribute/preverification/StackMapFrame|>,220,<|java+field:///proguard/classfile/attribute/preverification/StackMapFrame/u2offsetDelta|,|java+method:///proguard/classfile/attribute/preverification/MoreZeroFrame/equals(java.lang.Object)|>>,
  <<|java+class:///proguard/evaluation/value/IdentifiedReferenceValue|,|java+class:///proguard/evaluation/value/ReferenceValue|>,220,<|java+method:///proguard/evaluation/value/ReferenceValue/hashCode()|,|java+method:///proguard/evaluation/value/IdentifiedReferenceValue/hashCode()|>>,
  <<|java+class:///proguard/evaluation/value/IdentifiedReferenceValue|,|java+class:///proguard/evaluation/value/Value|>,220,<|java+field:///proguard/evaluation/value/Value/ALWAYS|,|java+method:///proguard/evaluation/value/IdentifiedReferenceValue/equal(proguard.evaluation.value.ReferenceValue)|>>,
  <<|java+class:///proguard/evaluation/value/IdentifiedReferenceValue|,|java+class:///proguard/evaluation/value/Value|>,220,<|java+field:///proguard/evaluation/value/Value/MAYBE|,|java+method:///proguard/evaluation/value/IdentifiedReferenceValue/equal(proguard.evaluation.value.ReferenceValue)|>>,
  <<|java+class:///proguard/evaluation/value/IdentifiedReferenceValue|,|java+class:///proguard/evaluation/value/ReferenceValue|>,220,<|java+field:///proguard/evaluation/value/ReferenceValue/mayBeNull|,|java+method:///proguard/evaluation/value/IdentifiedReferenceValue/generalize(proguard.evaluation.value.ReferenceValue)|>>,
  <<|java+class:///proguard/evaluation/value/IdentifiedReferenceValue|,|java+class:///proguard/evaluation/value/ReferenceValue|>,220,<|java+field:///proguard/evaluation/value/ReferenceValue/type|,|java+method:///proguard/evaluation/value/IdentifiedReferenceValue/generalize(proguard.evaluation.value.ReferenceValue)|>>,
  <<|java+class:///proguard/evaluation/value/IdentifiedReferenceValue|,|java+class:///proguard/evaluation/value/ReferenceValue|>,220,<|java+field:///proguard/evaluation/value/ReferenceValue/referencedClass|,|java+method:///proguard/evaluation/value/IdentifiedReferenceValue/generalize(proguard.evaluation.value.ReferenceValue)|>>,
  <<|java+class:///proguard/evaluation/value/IdentifiedReferenceValue|,|java+class:///proguard/evaluation/value/ReferenceValue|>,220,<|java+method:///proguard/evaluation/value/ReferenceValue/generalize(proguard.evaluation.value.ReferenceValue)|,|java+method:///proguard/evaluation/value/IdentifiedReferenceValue/generalize(proguard.evaluation.value.ReferenceValue)|>>,
  <<|java+class:///proguard/evaluation/value/IdentifiedReferenceValue|,|java+class:///proguard/evaluation/value/ReferenceValue|>,220,<|java+method:///proguard/evaluation/value/ReferenceValue/toString()|,|java+method:///proguard/evaluation/value/IdentifiedReferenceValue/toString()|>>,
  <<|java+class:///proguard/evaluation/value/IdentifiedReferenceValue|,|java+class:///proguard/evaluation/value/ReferenceValue|>,220,<|java+method:///proguard/evaluation/value/ReferenceValue/equals(java.lang.Object)|,|java+method:///proguard/evaluation/value/IdentifiedReferenceValue/equals(java.lang.Object)|>>,
  <<|java+class:///proguard/evaluation/ClassConstantValueFactory|,|java+class:///proguard/evaluation/ConstantValueFactory|>,220,<|java+field:///proguard/evaluation/ConstantValueFactory/valueFactory|,|java+method:///proguard/evaluation/ClassConstantValueFactory/visitClassConstant(proguard.classfile.Clazz,proguard.classfile.constant.ClassConstant)|>>,
  <<|java+class:///proguard/evaluation/ClassConstantValueFactory|,|java+class:///proguard/evaluation/ConstantValueFactory|>,220,<|java+field:///proguard/evaluation/ConstantValueFactory/value|,|java+method:///proguard/evaluation/ClassConstantValueFactory/visitClassConstant(proguard.classfile.Clazz,proguard.classfile.constant.ClassConstant)|>>,
  <<|java+class:///proguard/evaluation/value/LongValue|,|java+class:///proguard/evaluation/value/Value|>,220,<|java+field:///proguard/evaluation/value/Value/TYPE_LONG|,|java+method:///proguard/evaluation/value/LongValue/computationalType()|>>,
  <<|java+class:///proguard/evaluation/value/LongValue|,|java+class:///proguard/evaluation/value/Value|>,220,<|java+method:///proguard/evaluation/value/Value/longValue()|,|java+method:///proguard/evaluation/value/LongValue/generalize(proguard.evaluation.value.Value)|>>,
  <<|java+class:///proguard/evaluation/value/NegatedIntegerValue|,|java+class:///proguard/evaluation/value/SpecificIntegerValue|>,220,<|java+method:///proguard/evaluation/value/SpecificIntegerValue/hashCode()|,|java+method:///proguard/evaluation/value/NegatedIntegerValue/hashCode()|>>,
  <<|java+class:///proguard/evaluation/value/NegatedIntegerValue|,|java+class:///proguard/evaluation/value/SpecificIntegerValue|>,220,<|java+method:///proguard/evaluation/value/SpecificIntegerValue/equals(java.lang.Object)|,|java+method:///proguard/evaluation/value/NegatedIntegerValue/equals(java.lang.Object)|>>,
  <<|java+class:///proguard/evaluation/value/ConvertedLongValue|,|java+class:///proguard/evaluation/value/SpecificLongValue|>,220,<|java+method:///proguard/evaluation/value/SpecificLongValue/hashCode()|,|java+method:///proguard/evaluation/value/ConvertedLongValue/hashCode()|>>,
  <<|java+class:///proguard/evaluation/value/ConvertedLongValue|,|java+class:///proguard/evaluation/value/SpecificLongValue|>,220,<|java+method:///proguard/evaluation/value/SpecificLongValue/equals(java.lang.Object)|,|java+method:///proguard/evaluation/value/ConvertedLongValue/equals(java.lang.Object)|>>,
  <<|java+class:///proguard/classfile/attribute/preverification/UninitializedThisType|,|java+class:///proguard/classfile/attribute/preverification/VerificationType|>,220,<|java+field:///proguard/classfile/attribute/preverification/VerificationType/UNINITIALIZED_THIS_TYPE|,|java+method:///proguard/classfile/attribute/preverification/UninitializedThisType/getTag()|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setOptimizationpasses(int)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setNote(boolean)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setUseuniqueclassmembernames(boolean)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setPackageobfuscationdictionary(java.io.File)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setDefaultpackage(java.lang.String)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setObfuscationdictionary(java.io.File)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setSkipnonpubliclibraryclassmembers(boolean)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setKeepparameternames(boolean)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setMergeinterfacesaggressively(boolean)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setForceprocessing(boolean)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setOptimize(boolean)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setPrintconfiguration(java.io.File)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/execute()|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setUsemixedcaseclassnames(boolean)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setDump(java.io.File)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setPrintusage(java.io.File)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setOverloadaggressively(boolean)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setPrintseeds(java.io.File)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setConfiguration(java.io.File)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setShrink(boolean)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setIgnorewarnings(boolean)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setAllowaccessmodification(boolean)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setRenamesourcefileattribute(java.lang.String)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setWarn(boolean)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setSkipnonpubliclibraryclasses(boolean)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setVerbose(boolean)|>>,
  <<|java+class:///proguard/ant/ProGuardTask|,|java+class:///proguard/ant/ConfigurationTask|>,220,<|java+field:///proguard/ant/ConfigurationTask/configuration|,|java+method:///proguard/ant/ProGuardTask/setObfuscate(boolean)|>>,
