[
  <<|java+class:///org/rssowl/core/persist/event/runnable/SearchConditionEventRunnable|,|java+class:///org/rssowl/core/persist/event/runnable/EventRunnable|>,220,<|java+method:///org/rssowl/core/persist/event/runnable/EventRunnable/getDAOService()|,|java+constructor:///org/rssowl/core/persist/event/runnable/SearchConditionEventRunnable/SearchConditionEventRunnable()|>>,
  <<|java+class:///org/rssowl/core/internal/interpreter/CDFInterpreter|,|java+class:///org/rssowl/core/internal/interpreter/BasicInterpreter|>,220,<|java+method:///org/rssowl/core/internal/interpreter/BasicInterpreter/processNamespaceAttributes(org.jdom.Element,org.rssowl.core.persist.IPersistable)|,|java+method:///org/rssowl/core/internal/interpreter/CDFInterpreter/processChannel(org.jdom.Element,org.rssowl.core.persist.IFeed)|>>,
  <<|java+class:///org/rssowl/core/internal/interpreter/CDFInterpreter|,|java+class:///org/rssowl/core/internal/interpreter/BasicInterpreter|>,220,<|java+method:///org/rssowl/core/internal/interpreter/BasicInterpreter/processAttributeExtern(org.jdom.Attribute,org.rssowl.core.persist.IPersistable)|,|java+method:///org/rssowl/core/internal/interpreter/CDFInterpreter/processChannel(org.jdom.Element,org.rssowl.core.persist.IFeed)|>>,
  <<|java+class:///org/rssowl/core/internal/interpreter/CDFInterpreter|,|java+class:///org/rssowl/core/internal/interpreter/BasicInterpreter|>,220,<|java+method:///org/rssowl/core/internal/interpreter/BasicInterpreter/processElementExtern(org.jdom.Element,org.rssowl.core.persist.IPersistable)|,|java+method:///org/rssowl/core/internal/interpreter/CDFInterpreter/processChannel(org.jdom.Element,org.rssowl.core.persist.IFeed)|>>,
  <<|java+class:///org/rssowl/core/internal/interpreter/CDFInterpreter|,|java+class:///org/rssowl/core/internal/interpreter/BasicInterpreter|>,220,<|java+method:///org/rssowl/core/internal/interpreter/BasicInterpreter/processNamespaceAttributes(org.jdom.Element,org.rssowl.core.persist.IPersistable)|,|java+method:///org/rssowl/core/internal/interpreter/CDFInterpreter/processItem(org.jdom.Element,org.rssowl.core.persist.IFeed)|>>,
  <<|java+class:///org/rssowl/core/internal/interpreter/CDFInterpreter|,|java+class:///org/rssowl/core/internal/interpreter/BasicInterpreter|>,220,<|java+method:///org/rssowl/core/internal/interpreter/BasicInterpreter/processAttributeExtern(org.jdom.Attribute,org.rssowl.core.persist.IPersistable)|,|java+method:///org/rssowl/core/internal/interpreter/CDFInterpreter/processItem(org.jdom.Element,org.rssowl.core.persist.IFeed)|>>,
  <<|java+class:///org/rssowl/core/internal/interpreter/CDFInterpreter|,|java+class:///org/rssowl/core/internal/interpreter/BasicInterpreter|>,220,<|java+method:///org/rssowl/core/internal/interpreter/BasicInterpreter/processElementExtern(org.jdom.Element,org.rssowl.core.persist.IPersistable)|,|java+method:///org/rssowl/core/internal/interpreter/CDFInterpreter/processItem(org.jdom.Element,org.rssowl.core.persist.IFeed)|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_IS_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/waitForIndexer()|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_IS_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fNewsEntityName|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_IS_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fModelSearch|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_IS_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/assertSame(java.util.List,org.rssowl.core.persist.INews%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_IS_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/createNews(org.rssowl.core.persist.IFeed,java.lang.String,java.lang.String,org.rssowl.core.persist.INews.State)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_IS_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/list(org.rssowl.core.persist.ISearchCondition%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_IS_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/DAY|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_IS_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSaveLoadEntitiesToBeIndexed()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/createNews(org.rssowl.core.persist.IFeed,java.lang.String,java.lang.String,org.rssowl.core.persist.INews.State)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSaveLoadEntitiesToBeIndexed()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_NOT_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/waitForIndexer()|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_NOT_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fNewsEntityName|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_NOT_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fModelSearch|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_NOT_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/assertSame(java.util.List,org.rssowl.core.persist.INews%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_NOT_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/createNews(org.rssowl.core.persist.IFeed,java.lang.String,java.lang.String,org.rssowl.core.persist.INews.State)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_NOT_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/list(org.rssowl.core.persist.ISearchCondition%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_NOT_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_ALL_Specifier_Behaves_Like_CONTAINS_For_Single_Terms()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/waitForIndexer()|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_ALL_Specifier_Behaves_Like_CONTAINS_For_Single_Terms()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fNewsEntityName|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_ALL_Specifier_Behaves_Like_CONTAINS_For_Single_Terms()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fModelSearch|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_ALL_Specifier_Behaves_Like_CONTAINS_For_Single_Terms()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/assertSame(java.util.List,org.rssowl.core.persist.INews%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_ALL_Specifier_Behaves_Like_CONTAINS_For_Single_Terms()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/createNews(org.rssowl.core.persist.IFeed,java.lang.String,java.lang.String,org.rssowl.core.persist.INews.State)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_ALL_Specifier_Behaves_Like_CONTAINS_For_Single_Terms()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/list(org.rssowl.core.persist.ISearchCondition%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_ALL_Specifier_Behaves_Like_CONTAINS_For_Single_Terms()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_IS_NOT_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/waitForIndexer()|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_IS_NOT_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fNewsEntityName|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_IS_NOT_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fModelSearch|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_IS_NOT_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/assertSame(java.util.List,org.rssowl.core.persist.INews%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_IS_NOT_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/createNews(org.rssowl.core.persist.IFeed,java.lang.String,java.lang.String,org.rssowl.core.persist.INews.State)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_IS_NOT_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/list(org.rssowl.core.persist.ISearchCondition%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_IS_NOT_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/waitForIndexer()|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fNewsEntityName|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fModelSearch|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/assertSame(java.util.List,org.rssowl.core.persist.INews%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/createNews(org.rssowl.core.persist.IFeed,java.lang.String,java.lang.String,org.rssowl.core.persist.INews.State)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/list(org.rssowl.core.persist.ISearchCondition%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_ALL_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/waitForIndexer()|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_ALL_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fNewsEntityName|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_ALL_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fModelSearch|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_ALL_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/assertSame(java.util.List,org.rssowl.core.persist.INews%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_ALL_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/createNews(org.rssowl.core.persist.IFeed,java.lang.String,java.lang.String,org.rssowl.core.persist.INews.State)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_ALL_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest1|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/list(org.rssowl.core.persist.ISearchCondition%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest1/testSearchNewsWith_CONTAINS_ALL_Specifier()|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/AbstractEntityDAO|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+field:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/fDb|,|java+method:///org/rssowl/core/internal/persist/dao/AbstractEntityDAO/loadList(long)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/AbstractEntityDAO|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+field:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/fEntityClass|,|java+method:///org/rssowl/core/internal/persist/dao/AbstractEntityDAO/loadList(long)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/AbstractEntityDAO|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/getList(com.db4o.query.Query)|,|java+method:///org/rssowl/core/internal/persist/dao/AbstractEntityDAO/loadList(long)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/AbstractEntityDAO|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+field:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/fDb|,|java+method:///org/rssowl/core/internal/persist/dao/AbstractEntityDAO/load(long)|>>,
  <<|java+class:///org/rssowl/core/persist/event/MarkEvent|,|java+class:///org/rssowl/core/persist/event/ModelEvent|>,220,<|java+method:///org/rssowl/core/persist/event/ModelEvent/getEntity()|,|java+method:///org/rssowl/core/persist/event/MarkEvent/getEntity()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithMixedSpecifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/waitForIndexer()|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithMixedSpecifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fNewsEntityName|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithMixedSpecifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fModelSearch|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithMixedSpecifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/assertSame(java.util.List,org.rssowl.core.persist.INews%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithMixedSpecifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/createNews(org.rssowl.core.persist.IFeed,java.lang.String,java.lang.String,org.rssowl.core.persist.INews.State)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithMixedSpecifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/list(org.rssowl.core.persist.ISearchCondition%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithMixedSpecifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_IS_HIGHER_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/waitForIndexer()|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_IS_HIGHER_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fNewsEntityName|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_IS_HIGHER_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fModelSearch|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_IS_HIGHER_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/assertSame(java.util.List,org.rssowl.core.persist.INews%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_IS_HIGHER_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/createNews(org.rssowl.core.persist.IFeed,java.lang.String,java.lang.String,org.rssowl.core.persist.INews.State)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_IS_HIGHER_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/list(org.rssowl.core.persist.ISearchCondition%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_IS_HIGHER_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/DAY|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWith_IS_HIGHER_Specifier()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithNegation()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/waitForIndexer()|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithNegation()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fNewsEntityName|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithNegation()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest2|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fModelSearch|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest2/testSearchNewsWithNegation()|>>,
